Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Reactome_2022,Axon Guidance R-HSA-422475,67/519,4.476888142410935e-09,1.789262960916904e-07,0,0,2.360606014008596,45.381087055262,RPL4;SEMA5A;RPL30;RPL32;ARPC1B;RPLP1;RPLP0;CLTB;RPL8;RPS6KA4;RPL7A;RPS14;RPS17;RPS16;RPS19;DPYSL3;RPL35;RPL37;AP2M1;RPS13;RPS12;RPS9;SEMA6A;EPHA8;RPS5;RPL13A;RPSA;GFRA1;RPS3A;CACNB1;MYL6;RPL37A;COL4A3;COL4A5;COL6A3;RPL27;EVL;RPL28;PFN2;RPL12;SDC2;ARPC4-TTLL3;PSMB10;RPS15A;ABLIM3;RPS3;MYH14;FYN;RPL15;RPS2;RPL18;RPL19;PRNP;RPL41;SIAH2;RPL35A;PSMB8;PSMB9;EFNA1;RPS28;EFNA3;RPS27;RPS29;RPL27A;RPS20;FAU;RPS21
Reactome_2022,Nervous System Development R-HSA-9675108,68/545,1.3784003188564214e-08,5.33129671712532e-07,0,0,2.2691459301795645,41.070990175219926,RPL4;SEMA5A;RPL30;RPL32;ARPC1B;RPLP1;RPLP0;NAB2;CLTB;RPL8;RPS6KA4;RPL7A;RPS14;RPS17;RPS16;RPS19;DPYSL3;RPL35;RPL37;AP2M1;RPS13;RPS12;RPS9;SEMA6A;EPHA8;RPS5;RPL13A;RPSA;GFRA1;RPS3A;CACNB1;MYL6;RPL37A;COL4A3;COL4A5;COL6A3;RPL27;EVL;RPL28;PFN2;RPL12;SDC2;ARPC4-TTLL3;PSMB10;RPS15A;ABLIM3;RPS3;MYH14;FYN;RPL15;RPS2;RPL18;RPL19;PRNP;RPL41;SIAH2;RPL35A;PSMB8;PSMB9;EFNA1;RPS28;EFNA3;RPS27;RPS29;RPL27A;RPS20;FAU;RPS21
Reactome_2022,Metabolism R-HSA-1430728,173/2049,4.257803210596768e-06,0.00015953456404704767,0,0,1.4918935738260168,18.44988560910568,RPL4;UGT1A10;RPL30;RPL32;ENO2;RPL8;RPS14;AS3MT;RPS17;RPS16;RPS19;VSIG2;CPNE1;RPL35;RPL37;RPS13;RPS12;GSTK1;RPS9;STARD5;MECR;ENTPD3;RPS5;PIPOX;RPSA;MAT1A;PRKAR1B;PPP1R3C;RBP1;ACOT2;FDX2;RPL27;NHLRC1;RPL28;CES2;ACOT4;GCDH;ABHD4;SDC2;GMPR;MRI1;AK4;PLA2G5;PLD2;ALDH3B2;LDHA;TKFC;FUT9;ARSJ;ESD;INPP5J;THEM4;APOE;ARSG;ACBD7;PRNP;GGT7;RPL41;ACBD4;OSBPL5;ADHFE1;EPHX2;COQ9;CYP4F8;PARP14;CYP4F12;ACSF3;GRHPR;RPS28;RPS27;ALPP;TCN1;RPS29;RPL27A;TBXAS1;CYP1A2;NOSTRIN;CYP1A1;KYAT1;MMS19;RPS20;DEGS2;RPS21;ABCD4;RPLP1;MTMR14;RPLP0;MED19;ECSIT;OPLAH;SGSH;TRMT112;RPL7A;SPTLC3;TK1;MAN2C1;SLC37A4;AASS;ARG2;GSTO2;GSTO1;ELOVL2;ABCC5;ACAD9;PLA2G4C;ITPK1;NME2;RPL13A;PLAAT3;AMPD2;RPS3A;PTGR1;PLAAT4;COASY;ADRA2A;APRT;SLC25A19;IVD;RPL37A;SLC25A10;ALDOC;CD44;RBKS;BCAT2;VAC14;ACSS3;DTYMK;OAT;GALT;HDAC3;SFTPA2;CD163L1;RPL12;DLST;HSD17B14;LRP2;HSD17B8;BPHL;PSMB10;HMGCL;SLC25A28;RPS15A;ALDH1B1;RPS3;RPS2;RPL15;RPL18;RPL19;UGT1A6;CHGA;CA12;PTGES2;NDUFA2;CYP4B1;RPL35A;NMNAT3;PSMB8;PSMB9;GSTZ1;ALDH4A1;LYRM4;NMNAT1;ETNK2;IMPDH2;PNPLA4;THRSP;CIAPIN1;FAU;FMOD;PLCD3;CRAT;PLCD4;PFKP
Reactome_2022,Interferon Gamma Signaling R-HSA-877300,16/89,8.436373944707106e-05,0.0030652158665769,0,0,3.4114831445308047,32.000983956171204,CAMK2B;CAMK2D;SP100;HLA-A;HLA-F;MID1;MT2A;TRIM29;IRF1;OAS3;TRIM14;TRIM38;B2M;TRIM21;CD44;HLA-DRB1
Reactome_2022,Metabolism Of RNA R-HSA-8953854,65/666,0.00011544615930909878,0.0040711748532826,0,0,1.7054042626267585,15.462399554701111,RPL4;RPL30;NXT1;RPL32;RPLP1;RPLP0;RPL8;TRMT112;RPL7A;RPS14;RPS17;RPS16;NOB1;RPS19;MYC;RPL35;RPL37;RPS13;RPS12;RPS9;SNRPN;RPS5;DDX56;RPL13A;RPSA;RPS3A;QTRT1;CTU2;CTU1;GPRC5A;RPL37A;GEMIN5;RPL27;RPL28;CD44;COLEC12;RPL12;URM1;OSGEP;PSMB10;EXOSC5;RPS15A;RPS3;POLR2G;LCMT2;RPL15;RPS2;RPL18;RPL19;NOP56;RPL41;UTP4;RPL35A;PSMB8;ADAT2;PSMB9;RCL1;RPS28;RPS27;RPS29;RPL27A;RPS20;FAU;TRMT61A;RPS21
Reactome_2022,SARS-CoV-2-host Interactions R-HSA-9705683,26/196,0.00015268436211399603,0.0052305300049908,0,0,2.388037899723648,20.984018001430048,RPS14;RPS17;RPS16;RPS15A;TKFC;RPS19;RPS3;RPS2;B2M;RPS13;RPS12;RPS9;RPS5;RPSA;ISG15;RPS3A;HLA-A;HLA-F;IL17RC;RPS28;RPS27;RPS29;GEMIN5;RPS20;FAU;RPS21
Reactome_2022,Cellular Responses To Stimuli R-HSA-8953897,69/736,0.00023661814158459693,0.0078806986599981,0,0,1.6309534527775278,13.616933018323088,RPL4;H2AX;RPL30;RPL32;RPLP1;HSPB8;RPLP0;MT1X;RPL8;AREG;RPL7A;RPS14;MT2A;RPS17;RPS16;KAT5;RPS19;MYC;RPL35;RPL37;TRIM21;RPS13;RPS12;RPS9;H2AC6;RPS5;RPL13A;RPSA;WIPI1;RPS3A;FOS;H2BC12;RPL37A;H2BC11;RPL27;PGR;RPL28;TP53;CAMK2B;CAMK2D;HDAC3;RPL12;DCTN3;PSMB10;EXOSC5;RPS15A;HSF1;RPS3;RPL15;RPS2;RPL18;RPL19;RPL41;CDKN2A;RPL35A;SOD3;PSMB8;H1-2;PSMB9;RPS28;RPS27;CDK4;RPS29;UBE2S;RPL27A;RPS20;LAMTOR1;FAU;RPS21
Reactome_2022,Cellular Responses To Stress R-HSA-2262752,67/722,0.0003846129521682499,0.0124635386391819,0,0,1.6109576140229869,12.667399588449031,RPL4;H2AX;RPL30;RPL32;RPLP1;HSPB8;RPLP0;RPL8;AREG;RPL7A;RPS14;RPS17;RPS16;KAT5;RPS19;MYC;RPL35;RPL37;TRIM21;RPS13;RPS12;RPS9;H2AC6;RPS5;RPL13A;RPSA;WIPI1;RPS3A;FOS;H2BC12;RPL37A;H2BC11;RPL27;PGR;RPL28;TP53;CAMK2B;CAMK2D;HDAC3;RPL12;DCTN3;PSMB10;EXOSC5;RPS15A;HSF1;RPS3;RPL15;RPS2;RPL18;RPL19;RPL41;CDKN2A;RPL35A;SOD3;PSMB8;H1-2;PSMB9;RPS28;RPS27;CDK4;RPS29;UBE2S;RPL27A;RPS20;LAMTOR1;FAU;RPS21
Reactome_2022,tRNA Modification In Nucleus And Cytosol R-HSA-6782315,9/42,0.0008024311482771149,0.0253188143890594,0,0,4.229415745544777,30.14670236186028,QTRT1;TRMT112;CTU2;CTU1;URM1;LCMT2;TRMT61A;OSGEP;ADAT2
Reactome_2022,Metabolism Of Proteins R-HSA-392499,147/1890,0.0010459935891638,0.0313646254032187,0,0,1.3417591936372943,9.208208949692724,RPL4;SEMA5A;RPL30;RPL32;RPL8;EEF1B2;C4A;RPS14;TUBB6;RPS17;RPS16;RPS19;KIF5C;MYC;RPL35;RPL37;B2M;RPS13;RPS12;RPS9;TRAPPC2L;IGFBP5;MUCL1;H2AC6;IGFBP4;RPS5;COG4;IGFBP2;RPSA;HLA-A;FBXO10;SLPI;RGS9BP;EEF1A2;RPL27;PGR;TP53;RPL28;SDC2;LYPD1;MRPL16;MRPL17;GATA3;LYPD5;MRPL12;MRPL10;MRPL11;ADAMTS13;COMMD9;ADAMTS19;DPH1;AMDHD2;ARSJ;STC2;TSPAN5;ST8SIA6;APOE;ARSG;DPH7;RPL41;SIAH2;MUC19;FBXO32;EEF2;FBXO31;BMP4;TF;RPS28;RPS27;UBE2S;ALPP;RPS29;RPL27A;CNTN3;RPS20;MUC20;RPS21;H2AX;PSCA;PIGQ;RPLP1;RPLP0;PIGZ;PIGV;AREG;MRPL4;TRMT112;RPL7A;TUBA1B;UCHL1;TUBA1A;MAN1A1;LMCD1;MRPL49;MRPS2;RPL13A;RPS3A;ADRA2A;DDB2;H2BC12;EEF1G;TUBB2B;TRAPPC6A;TUBB2A;AOPEP;H2BC11;RPL37A;RARA;AMTN;FAM20C;KIFC3;LTF;SP100;HDAC3;SFTPA2;RPL12;DCTN3;ASB13;FSTL1;AURKB;PSMB10;CST3;RPS15A;RPS3;RPS2;RPL15;RPL18;RPL19;NOP56;CHGA;CDKN2A;PTGES2;TAF10;AMFR;RPL35A;TUBB4B;PSMB8;PSMB9;FCSK;ASB9;EIF3G;NUCB1;EIF3F;RAB17;FAU;RGS11;MDGA1
