priority_rank,priority_tier_number,priority_tier,cross_signature_consistency_score,pert_id,pert_iname,ATLAS_SIG_A_TOP150,ATLAS_SIG_B_TOP100,ATLAS_SIG_B_TOP150,n_signatures,n_negative,n_strong_negative,mean_tau,median_tau,minimum_tau,strong_negative_threshold,consensus_rank,A_TOP150_negative,A_TOP150_strong_negative,B_TOP100_negative,B_TOP100_strong_negative,B_TOP150_negative,B_TOP150_strong_negative
1297,4,Tier 4 — Weak/single-signature,1,BRD-K14609189,BRD-K14609189,-12.863323,2.924595,0.000000,3,1,0,-3.312909,0.000000,-12.863323,-90.000000,1297,True,False,False,False,False,False
1298,4,Tier 4 — Weak/single-signature,1,BRD-K95763993,trapidil,0.000000,14.959612,-24.174675,3,1,0,-3.071688,0.000000,-24.174675,-90.000000,1298,False,False,False,False,True,False
1299,4,Tier 4 — Weak/single-signature,1,BRD-K05977823,tenovin-1,-11.646880,0.000000,2.466526,3,1,0,-3.060118,0.000000,-11.646880,-90.000000,1299,True,False,False,False,False,False
1300,4,Tier 4 — Weak/single-signature,1,BRD-K14236372,BRD-K14236372,0.000000,0.000000,-8.856493,3,1,0,-2.952164,0.000000,-8.856493,-90.000000,1300,False,False,False,False,True,False
1301,4,Tier 4 — Weak/single-signature,1,BRD-A71765365,mepireserpate,0.000000,0.471839,-9.014459,3,1,0,-2.847540,0.000000,-9.014459,-90.000000,1301,False,False,False,False,True,False
1302,4,Tier 4 — Weak/single-signature,1,BRD-K84658672,nateglinide,-36.924232,0.000000,28.742188,3,1,0,-2.727348,0.000000,-36.924232,-90.000000,1302,True,False,False,False,False,False
1303,4,Tier 4 — Weak/single-signature,1,BRD-A73605923,mocimycin,0.000000,-41.482388,33.452866,3,1,0,-2.676507,0.000000,-41.482388,-90.000000,1303,False,False,True,False,False,False
1304,4,Tier 4 — Weak/single-signature,1,BRD-K57631554,5-aminolevulinic-acid,0.000000,0.000000,-8.016703,3,1,0,-2.672234,0.000000,-8.016703,-90.000000,1304,False,False,False,False,True,False
1305,4,Tier 4 — Weak/single-signature,1,BRD-K17705806,JTC-801,0.000000,-15.610649,7.957203,3,1,0,-2.551149,0.000000,-15.610649,-90.000000,1305,False,False,True,False,False,False
1306,4,Tier 4 — Weak/single-signature,1,BRD-A81795050,U-18666A,-8.504855,0.916138,0.000000,3,1,0,-2.529572,0.000000,-8.504855,-90.000000,1306,True,False,False,False,False,False
1307,4,Tier 4 — Weak/single-signature,1,BRD-K59632282,quinidine,0.000000,-12.996459,5.567301,3,1,0,-2.476386,0.000000,-12.996459,-90.000000,1307,False,False,True,False,False,False
1308,4,Tier 4 — Weak/single-signature,1,BRD-K45479396,BP-554,0.000000,2.642706,-9.418017,3,1,0,-2.258437,0.000000,-9.418017,-90.000000,1308,False,False,False,False,True,False
1309,4,Tier 4 — Weak/single-signature,1,BRD-K93433262,alfacalcidol,-8.822728,0.000000,2.219873,3,1,0,-2.200952,0.000000,-8.822728,-90.000000,1309,True,False,False,False,False,False
1310,4,Tier 4 — Weak/single-signature,1,BRD-K79254416,decitabine,-6.917851,0.000000,0.563777,3,1,0,-2.118025,0.000000,-6.917851,-90.000000,1310,True,False,False,False,False,False
1311,4,Tier 4 — Weak/single-signature,1,BRD-K12120659,GR-144053,0.000000,12.008192,-17.891901,3,1,0,-1.961236,0.000000,-17.891901,-90.000000,1311,False,False,False,False,True,False
1312,4,Tier 4 — Weak/single-signature,1,BRD-K16478699,PLX-4720,0.000000,-12.686185,6.874764,3,1,0,-1.937140,0.000000,-12.686185,-90.000000,1312,False,False,True,False,False,False
1313,4,Tier 4 — Weak/single-signature,1,BRD-A42553870,L-152804,0.000000,-5.810164,0.000000,3,1,0,-1.936721,0.000000,-5.810164,-90.000000,1313,False,False,True,False,False,False
1314,4,Tier 4 — Weak/single-signature,1,BRD-K49810818,sorafenib,0.000000,-8.791127,2.995067,3,1,0,-1.932020,0.000000,-8.791127,-90.000000,1314,False,False,True,False,False,False
1315,4,Tier 4 — Weak/single-signature,1,BRD-A49358627,ciprofibrate,0.000000,-9.461025,3.770261,3,1,0,-1.896921,0.000000,-9.461025,-90.000000,1315,False,False,True,False,False,False
1316,4,Tier 4 — Weak/single-signature,1,BRD-K26863634,BIX-01338,0.000000,-6.661896,0.986610,3,1,0,-1.891762,0.000000,-6.661896,-90.000000,1316,False,False,True,False,False,False
1317,4,Tier 4 — Weak/single-signature,1,BRD-K86887724,dofetilide,0.000000,3.347428,-8.950165,3,1,0,-1.867579,0.000000,-8.950165,-90.000000,1317,False,False,False,False,True,False
1318,4,Tier 4 — Weak/single-signature,1,BRD-A24381660,zeranol,0.000000,-16.861103,11.337461,3,1,0,-1.841214,0.000000,-16.861103,-90.000000,1318,False,False,True,False,False,False
1319,4,Tier 4 — Weak/single-signature,1,BRD-K10016611,pyridine-2-aldoxime,0.000000,-10.609988,5.391120,3,1,0,-1.739623,0.000000,-10.609988,-90.000000,1319,False,False,True,False,False,False
1320,4,Tier 4 — Weak/single-signature,1,BRD-K25875056,SC-9,0.000000,-8.954013,3.805497,3,1,0,-1.716172,0.000000,-8.954013,-90.000000,1320,False,False,True,False,False,False
1321,4,Tier 4 — Weak/single-signature,1,BRD-K49294207,BIBU-1361,0.000000,14.346761,-19.402580,3,1,0,-1.685273,0.000000,-19.402580,-90.000000,1321,False,False,False,False,True,False
1322,4,Tier 4 — Weak/single-signature,1,BRD-K92428232,GSK-461364,0.000000,0.000000,-4.634404,3,1,0,-1.544801,0.000000,-4.634404,-90.000000,1322,False,False,False,False,True,False
1323,4,Tier 4 — Weak/single-signature,1,BRD-K33864865,LY-225910,0.000000,-5.211042,0.704722,3,1,0,-1.502107,0.000000,-5.211042,-90.000000,1323,False,False,True,False,False,False
1324,4,Tier 4 — Weak/single-signature,1,BRD-K65417056,meprylcaine,0.000000,-6.088875,1.761804,3,1,0,-1.442357,0.000000,-6.088875,-90.000000,1324,False,False,True,False,False,False
1325,4,Tier 4 — Weak/single-signature,1,BRD-A52326238,isogedunin,0.000000,2.572234,-6.877895,3,1,0,-1.435220,0.000000,-6.877895,-90.000000,1325,False,False,False,False,True,False
1326,4,Tier 4 — Weak/single-signature,1,BRD-K01815685,indole-3-carbinol,0.000000,9.259128,-12.775708,3,1,0,-1.172193,0.000000,-12.775708,-90.000000,1326,False,False,False,False,True,False
1327,4,Tier 4 — Weak/single-signature,1,BRD-K24240364,GYKI-52466,0.000000,-4.596330,1.198027,3,1,0,-1.132768,0.000000,-4.596330,-90.000000,1327,False,False,True,False,False,False
1328,4,Tier 4 — Weak/single-signature,1,BRD-K44497846,enalapril,0.000000,-3.312192,0.000000,3,1,0,-1.104064,0.000000,-3.312192,-90.000000,1328,False,False,True,False,False,False
1329,4,Tier 4 — Weak/single-signature,1,BRD-A73859745,glycodeoxycholic-acid,0.000000,-11.176701,7.896906,3,1,0,-1.093265,0.000000,-11.176701,-90.000000,1329,False,False,True,False,False,False
1330,4,Tier 4 — Weak/single-signature,1,BRD-K28667793,pyrazinamide,0.000000,-4.731605,1.720147,3,1,0,-1.003819,0.000000,-4.731605,-90.000000,1330,False,False,True,False,False,False
1331,4,Tier 4 — Weak/single-signature,1,BRD-A10977446,carvedilol,0.000000,0.493305,-3.488372,3,1,0,-0.998356,0.000000,-3.488372,-90.000000,1331,False,False,False,False,True,False
1332,4,Tier 4 — Weak/single-signature,1,BRD-A07029265,ipratropium,0.000000,-21.025028,18.084084,3,1,0,-0.980315,0.000000,-21.025028,-90.000000,1332,False,False,True,False,False,False
1333,4,Tier 4 — Weak/single-signature,1,BRD-K11696279,BU-239,0.000000,-15.061994,12.123436,3,1,0,-0.979519,0.000000,-15.061994,-90.000000,1333,False,False,True,False,False,False
1334,4,Tier 4 — Weak/single-signature,1,BRD-K72817452,BRD-K72817452,0.000000,0.000000,-2.677942,3,1,0,-0.892647,0.000000,-2.677942,-90.000000,1334,False,False,False,False,True,False
1335,4,Tier 4 — Weak/single-signature,1,BRD-K28307902,flutamide,0.000000,0.704722,-3.347428,3,1,0,-0.880902,0.000000,-3.347428,-90.000000,1335,False,False,False,False,True,False
1336,4,Tier 4 — Weak/single-signature,1,BRD-K23478508,digoxin,0.000000,0.000000,-2.360817,3,1,0,-0.786939,0.000000,-2.360817,-90.000000,1336,False,False,False,False,True,False
1337,4,Tier 4 — Weak/single-signature,1,BRD-K32710582,EI-247,0.000000,2.114165,-4.388732,3,1,0,-0.758189,0.000000,-4.388732,-90.000000,1337,False,False,False,False,True,False
1338,4,Tier 4 — Weak/single-signature,1,BRD-K91336023,mesulergine,0.000000,0.000000,-2.137377,3,1,0,-0.712459,0.000000,-2.137377,-90.000000,1338,False,False,False,False,True,False
1339,4,Tier 4 — Weak/single-signature,1,BRD-K06217810,BRD-K06217810,0.000000,1.902748,-3.946441,3,1,0,-0.681231,0.000000,-3.946441,-90.000000,1339,False,False,False,False,True,False
1340,4,Tier 4 — Weak/single-signature,1,BRD-K71926323,marbofloxacin,0.000000,5.355885,-7.146494,3,1,0,-0.596870,0.000000,-7.146494,-90.000000,1340,False,False,False,False,True,False
1341,4,Tier 4 — Weak/single-signature,1,BRD-K15834839,lobendazole,0.000000,0.422833,-2.184637,3,1,0,-0.587268,0.000000,-2.184637,-90.000000,1341,False,False,False,False,True,False
1342,4,Tier 4 — Weak/single-signature,1,BRD-K08556791,ethoprop,1.832276,0.000000,-3.560576,3,1,0,-0.576100,0.000000,-3.560576,-90.000000,1342,False,False,False,False,True,False
1343,4,Tier 4 — Weak/single-signature,1,BRD-M62162320,rilmenidine,0.000000,0.000000,-1.726568,3,1,0,-0.575523,0.000000,-1.726568,-90.000000,1343,False,False,False,False,True,False
1344,4,Tier 4 — Weak/single-signature,1,BRD-A76093993,cromakalim,0.000000,-10.105508,8.386188,3,1,0,-0.573107,0.000000,-10.105508,-90.000000,1344,False,False,True,False,False,False
1345,4,Tier 4 — Weak/single-signature,1,BRD-A17428743,BW-723C86,0.000000,-7.559899,5.919662,3,1,0,-0.546746,0.000000,-7.559899,-90.000000,1345,False,False,True,False,False,False
1346,4,Tier 4 — Weak/single-signature,1,BRD-K08998509,fananserin,0.000000,3.772024,-5.261240,3,1,0,-0.496405,0.000000,-5.261240,-90.000000,1346,False,False,False,False,True,False
1347,4,Tier 4 — Weak/single-signature,1,BRD-A74500471,ethambutol,0.000000,1.444679,-2.873710,3,1,0,-0.476343,0.000000,-2.873710,-90.000000,1347,False,False,False,False,True,False
1348,4,Tier 4 — Weak/single-signature,1,BRD-K96527333,dehydroisoandosterone,0.000000,-1.420576,0.000000,3,1,0,-0.473525,0.000000,-1.420576,-90.000000,1348,False,False,True,False,False,False
1349,4,Tier 4 — Weak/single-signature,1,BRD-K67566344,KU-0063794,0.000000,-1.374207,0.000000,3,1,0,-0.458069,0.000000,-1.374207,-90.000000,1349,False,False,True,False,False,False
1350,4,Tier 4 — Weak/single-signature,1,BRD-A78360835,cercosporin,0.000000,19.849213,-21.199854,3,1,0,-0.450214,0.000000,-21.199854,-90.000000,1350,False,False,False,False,True,False
1351,4,Tier 4 — Weak/single-signature,1,BRD-K45158365,valsartan,0.000000,5.240592,-6.412723,3,1,0,-0.390710,0.000000,-6.412723,-90.000000,1351,False,False,False,False,True,False
1352,4,Tier 4 — Weak/single-signature,1,BRD-A10355991,norketamine,0.000000,-3.100775,1.973221,3,1,0,-0.375852,0.000000,-3.100775,-90.000000,1352,False,False,True,False,False,False
1353,4,Tier 4 — Weak/single-signature,1,BRD-K97365803,PI-828,0.000000,0.000000,-1.021846,3,1,0,-0.340615,0.000000,-1.021846,-90.000000,1353,False,False,False,False,True,False
1354,4,Tier 4 — Weak/single-signature,1,BRD-K08554278,bisbenzimide,-4.298802,0.000000,3.453136,3,1,0,-0.281889,0.000000,-4.298802,-90.000000,1354,True,False,False,False,False,False
1355,4,Tier 4 — Weak/single-signature,1,BRD-A21723284,naltriben,0.000000,-0.739958,0.000000,3,1,0,-0.246653,0.000000,-0.739958,-90.000000,1356,False,False,True,False,False,False
1356,4,Tier 4 — Weak/single-signature,1,BRD-K37289225,clozapine,0.000000,0.317125,-1.057082,3,1,0,-0.246653,0.000000,-1.057082,-90.000000,1357,False,False,False,False,True,False
1357,4,Tier 4 — Weak/single-signature,1,BRD-K10916986,vinorelbine,0.000000,-9.126145,8.386188,3,1,0,-0.246652,0.000000,-9.126145,-90.000000,1355,False,False,True,False,False,False
1358,4,Tier 4 — Weak/single-signature,1,BRD-A43331270,niguldipine,0.000000,0.000000,-0.637300,3,1,0,-0.212433,0.000000,-0.637300,-90.000000,1358,False,False,False,False,True,False
1359,4,Tier 4 — Weak/single-signature,1,BRD-K99411983,lumicolchicine,0.000000,9.291586,-9.763454,3,1,0,-0.157289,0.000000,-9.763454,-90.000000,1359,False,False,False,False,True,False
1360,4,Tier 4 — Weak/single-signature,1,BRD-A14566392,scopolamine,1.092318,-1.550388,0.000000,3,1,0,-0.152690,0.000000,-1.550388,-90.000000,1360,False,False,True,False,False,False
1361,4,Tier 4 — Weak/single-signature,1,BRD-K27871032,lysergol,0.000000,-1.127555,0.704722,3,1,0,-0.140944,0.000000,-1.127555,-90.000000,1361,False,False,True,False,False,False
1362,4,Tier 4 — Weak/single-signature,1,BRD-K79930101,GW-583340,0.000000,-1.691332,1.380995,3,1,0,-0.103446,0.000000,-1.691332,-90.000000,1362,False,False,True,False,False,False
1363,4,Tier 4 — Weak/single-signature,1,BRD-K14767410,SC-560,0.000000,-1.726568,1.444679,3,1,0,-0.093963,0.000000,-1.726568,-90.000000,1363,False,False,True,False,False,False
1364,4,Tier 4 — Weak/single-signature,1,BRD-K47598052,PP-1,0.000000,1.057082,-1.282087,3,1,0,-0.075001,0.000000,-1.282087,-90.000000,1364,False,False,False,False,True,False
1365,4,Tier 4 — Weak/single-signature,1,BRD-A36066264,estradiol-benzoate,0.000000,-5.378908,5.216907,3,1,0,-0.054000,0.000000,-5.378908,-90.000000,1365,False,False,True,False,False,False
1366,4,Tier 4 — Weak/single-signature,1,BRD-K14200658,syrosingopine,0.000000,-1.057082,0.916138,3,1,0,-0.046981,0.000000,-1.057082,-90.000000,1366,False,False,True,False,False,False
1367,4,Tier 4 — Weak/single-signature,1,BRD-K84421793,BRD-K84421793,-0.739958,0.599013,0.000000,3,1,0,-0.046981,0.000000,-0.739958,-90.000000,1367,True,False,False,False,False,False
1368,4,Tier 4 — Weak/single-signature,1,BRD-K12057390,apigenin,0.000000,1.198027,-1.303735,3,1,0,-0.035236,0.000000,-1.303735,-90.000000,1368,False,False,False,False,True,False
1369,4,Tier 4 — Weak/single-signature,1,BRD-K02992638,lamivudine,0.000000,-3.699789,3.601851,3,1,0,-0.032646,0.000000,-3.699789,-90.000000,1369,False,False,True,False,False,False
1370,4,Tier 4 — Weak/single-signature,1,BRD-K36324071,NF-449,0.000000,-0.779540,0.704940,3,1,0,-0.024867,0.000000,-0.779540,-90.000000,1370,False,False,True,False,False,False
1371,4,Tier 4 — Weak/single-signature,1,BRD-K34776109,glimepiride,0.000000,0.070472,-0.140944,3,1,0,-0.023491,0.000000,-0.140944,-90.000000,1371,False,False,False,False,True,False
1372,4,Tier 4 — Weak/single-signature,1,BRD-K51223576,AG-99,0.000000,-8.220812,8.157790,3,1,0,-0.021007,0.000000,-8.220812,-90.000000,1372,False,False,True,False,False,False
1373,4,Tier 4 — Weak/single-signature,1,BRD-K88611939,aniracetam,0.000000,-2.450954,2.396054,3,1,0,-0.018300,0.000000,-2.450954,-90.000000,1373,False,False,True,False,False,False
1374,4,Tier 4 — Weak/single-signature,1,BRD-K75615183,talipexole,0.000000,0.352361,-0.352361,3,1,0,0.000000,0.000000,-0.352361,-90.000000,1374,False,False,False,False,True,False
1375,4,Tier 4 — Weak/single-signature,1,BRD-K31699485,DMeOB,0.000000,-7.233816,7.240559,3,1,0,0.002248,0.000000,-7.233816,-90.000000,1375,False,False,True,False,False,False
1376,4,Tier 4 — Weak/single-signature,1,BRD-A03816571,CP-55940,-0.775194,0.000000,0.892466,3,1,0,0.039091,0.000000,-0.775194,-90.000000,1376,True,False,False,False,False,False
1377,4,Tier 4 — Weak/single-signature,1,BRD-K22193694,dioxybenzone,0.000000,6.272023,-6.150755,3,1,0,0.040423,0.000000,-6.150755,-90.000000,1377,False,False,False,False,True,False
1378,4,Tier 4 — Weak/single-signature,1,BRD-A62809825,thapsigargin,0.880902,0.000000,-0.747677,3,1,0,0.044408,0.000000,-0.747677,-90.000000,1378,False,False,False,False,True,False
1379,4,Tier 4 — Weak/single-signature,1,BRD-K57546357,prunetin,9.076706,0.000000,-8.930297,3,1,0,0.048803,0.000000,-8.930297,-90.000000,1379,False,False,False,False,True,False
1380,4,Tier 4 — Weak/single-signature,1,BRD-K66956375,oleoylethanolamide,0.000000,-1.515151,1.902748,3,1,0,0.129199,0.000000,-1.515151,-90.000000,1380,False,False,True,False,False,False
1381,4,Tier 4 — Weak/single-signature,1,BRD-A49906757,scopolamine-n-oxide,0.000000,2.697110,-2.219873,3,1,0,0.159079,0.000000,-2.219873,-90.000000,1381,False,False,False,False,True,False
1382,4,Tier 4 — Weak/single-signature,1,BRD-K29313308,HDAC3-selective,0.000000,-0.035173,0.563777,3,1,0,0.176202,0.000000,-0.035173,-90.000000,1382,False,False,True,False,False,False
1383,4,Tier 4 — Weak/single-signature,1,BRD-K65261396,tacrolimus,0.000000,1.202199,-0.634249,3,1,0,0.189317,0.000000,-0.634249,-90.000000,1383,False,False,False,False,True,False
1384,4,Tier 4 — Weak/single-signature,1,BRD-K84595254,strophanthidin,-1.092318,1.797040,0.000000,3,1,0,0.234907,0.000000,-1.092318,-90.000000,1384,True,False,False,False,False,False
1385,4,Tier 4 — Weak/single-signature,1,BRD-K92991072,PAC-1,0.000000,1.728062,-1.021846,3,1,0,0.235405,0.000000,-1.021846,-90.000000,1385,False,False,False,False,True,False
1386,4,Tier 4 — Weak/single-signature,1,BRD-K46137903,prednicarbate,0.000000,5.861854,-5.041750,3,1,0,0.273368,0.000000,-5.041750,-90.000000,1386,False,False,False,False,True,False
1387,4,Tier 4 — Weak/single-signature,1,BRD-K82091397,SB-239063,0.000000,-3.284249,4.369274,3,1,0,0.361675,0.000000,-3.284249,-90.000000,1387,False,False,True,False,False,False
1388,4,Tier 4 — Weak/single-signature,1,BRD-K59773493,benzohydroxamic-acid,2.995067,0.000000,-1.388501,3,1,0,0.535522,0.000000,-1.388501,-90.000000,1388,False,False,False,False,True,False
1389,4,Tier 4 — Weak/single-signature,1,BRD-K18910433,estradiol,0.000000,-4.645367,6.794089,3,1,0,0.716241,0.000000,-4.645367,-90.000000,1389,False,False,True,False,False,False
1390,4,Tier 4 — Weak/single-signature,1,BRD-K19985802,BRD-K19985802,0.000000,7.575757,-5.277701,3,1,0,0.766019,0.000000,-5.277701,-90.000000,1390,False,False,False,False,True,False
1391,4,Tier 4 — Weak/single-signature,1,BRD-K37814297,acepromazine,0.000000,3.519107,-1.162791,3,1,0,0.785439,0.000000,-1.162791,-90.000000,1391,False,False,False,False,True,False
1392,4,Tier 4 — Weak/single-signature,1,BRD-A47633927,NPC-15199,0.000000,3.155152,-0.739958,3,1,0,0.805065,0.000000,-0.739958,-90.000000,1392,False,False,False,False,True,False
1393,4,Tier 4 — Weak/single-signature,1,BRD-K47761761,PD-168077,7.416944,-4.725630,0.000000,3,1,0,0.897105,0.000000,-4.725630,-90.000000,1393,False,False,True,False,False,False
1394,4,Tier 4 — Weak/single-signature,1,BRD-A59215453,lobelanidine,0.000000,-26.498678,29.525944,3,1,0,1.009089,0.000000,-26.498678,-90.000000,1394,False,False,True,False,False,False
1395,4,Tier 4 — Weak/single-signature,1,BRD-K95992530,cyclo-[Arg-Gly-Asp-D-Phe-Val],0.000000,6.971788,-3.875969,3,1,0,1.031940,0.000000,-3.875969,-90.000000,1395,False,False,False,False,True,False
1396,4,Tier 4 — Weak/single-signature,1,BRD-K94920105,DR-2313,0.000000,-0.528541,3.770261,3,1,0,1.080573,0.000000,-0.528541,-90.000000,1396,False,False,True,False,False,False
1397,4,Tier 4 — Weak/single-signature,1,BRD-K08252256,diclofenac,-0.000000,7.103785,-3.735025,3,1,0,1.122920,0.000000,-3.735025,-90.000000,1397,False,False,False,False,True,False
1398,4,Tier 4 — Weak/single-signature,1,BRD-K91938660,memantine,0.000000,-6.765328,10.157125,3,1,0,1.130599,0.000000,-6.765328,-90.000000,1398,False,False,True,False,False,False
1399,4,Tier 4 — Weak/single-signature,1,BRD-K60219430,serdemetan,0.000000,8.240465,-4.816652,3,1,0,1.141271,0.000000,-4.816652,-90.000000,1399,False,False,False,False,True,False
1400,4,Tier 4 — Weak/single-signature,1,BRD-K52721684,PCO-400,0.000000,-10.332004,14.084675,3,1,0,1.250890,0.000000,-10.332004,-90.000000,1400,False,False,True,False,False,False
1401,4,Tier 4 — Weak/single-signature,1,BRD-K14618467,IKK-16,0.000000,5.778717,-2.008457,3,1,0,1.256754,0.000000,-2.008457,-90.000000,1401,False,False,False,False,True,False
1402,4,Tier 4 — Weak/single-signature,1,BRD-K03816923,rottlerin,0.000000,-1.550388,5.342749,3,1,0,1.264120,0.000000,-1.550388,-90.000000,1402,False,False,True,False,False,False
1403,4,Tier 4 — Weak/single-signature,1,BRD-K39823328,VU-0366037-2,0.000000,-14.964619,18.770794,3,1,0,1.268725,0.000000,-14.964619,-90.000000,1403,False,False,True,False,False,False
1404,4,Tier 4 — Weak/single-signature,1,BRD-K66944906,fraxidin,0.000000,-2.255109,6.098737,3,1,0,1.281209,0.000000,-2.255109,-90.000000,1404,False,False,True,False,False,False
1405,4,Tier 4 — Weak/single-signature,1,BRD-A01346607,flumetasone,0.000000,17.646275,-13.700762,3,1,0,1.315171,0.000000,-13.700762,-90.000000,1405,False,False,False,False,True,False
1406,4,Tier 4 — Weak/single-signature,1,BRD-K95655893,MAZ-51,0.000000,-24.285587,28.259035,3,1,0,1.324483,0.000000,-24.285587,-90.000000,1406,False,False,True,False,False,False
1407,4,Tier 4 — Weak/single-signature,1,BRD-A24891640,nimodipine,0.000000,10.439487,-6.002799,3,1,0,1.478896,0.000000,-6.002799,-90.000000,1407,False,False,False,False,True,False
1408,4,Tier 4 — Weak/single-signature,1,BRD-A08187463,racecadotril,0.000000,-6.850915,11.382301,3,1,0,1.510462,0.000000,-6.850915,-90.000000,1408,False,False,True,False,False,False
1409,4,Tier 4 — Weak/single-signature,1,BRD-K32526544,DCEBIO,0.000000,9.654686,-4.729161,3,1,0,1.641842,0.000000,-4.729161,-90.000000,1409,False,False,False,False,True,False
1410,4,Tier 4 — Weak/single-signature,1,BRD-K14693417,cinchonine,0.000000,-6.171062,11.487403,3,1,0,1.772114,0.000000,-6.171062,-90.000000,1410,False,False,True,False,False,False
1411,4,Tier 4 — Weak/single-signature,1,BRD-K43744935,tamoxifen,0.000000,-2.501762,8.129708,3,1,0,1.875982,0.000000,-2.501762,-90.000000,1411,False,False,True,False,False,False
1412,4,Tier 4 — Weak/single-signature,1,BRD-K53878242,MMPX,0.000000,21.217070,-15.204228,3,1,0,2.004281,0.000000,-15.204228,-90.000000,1412,False,False,False,False,True,False
1413,4,Tier 4 — Weak/single-signature,1,BRD-K41713976,E-4031,0.000000,-3.555204,9.656804,3,1,0,2.033867,0.000000,-3.555204,-90.000000,1413,False,False,True,False,False,False
1414,4,Tier 4 — Weak/single-signature,1,BRD-K85030058,benactyzine,0.000000,9.253079,-2.011181,3,1,0,2.413966,0.000000,-2.011181,-90.000000,1414,False,False,False,False,True,False
1415,4,Tier 4 — Weak/single-signature,1,BRD-A74907996,equol,0.000000,-5.192641,12.438337,3,1,0,2.415232,0.000000,-5.192641,-90.000000,1415,False,False,True,False,False,False
1416,4,Tier 4 — Weak/single-signature,1,BRD-K85266041,DNQX,0.000000,9.405815,-2.008457,3,1,0,2.465786,0.000000,-2.008457,-90.000000,1416,False,False,False,False,True,False
1417,4,Tier 4 — Weak/single-signature,1,BRD-K50836978,purvalanol-a,0.000000,16.086313,-8.572708,3,1,0,2.504535,0.000000,-8.572708,-90.000000,1417,False,False,False,False,True,False
1418,4,Tier 4 — Weak/single-signature,1,BRD-K40619305,larixinic-acid,0.000000,-3.488372,11.176847,3,1,0,2.562825,0.000000,-3.488372,-90.000000,1418,False,False,True,False,False,False
1419,4,Tier 4 — Weak/single-signature,1,BRD-A03623303,metoprolol,0.000000,-2.255109,10.059532,3,1,0,2.601474,0.000000,-2.255109,-90.000000,1419,False,False,True,False,False,False
1420,4,Tier 4 — Weak/single-signature,1,BRD-K47278471,diphenhydramine,0.000000,-13.859527,21.993477,3,1,0,2.711317,0.000000,-13.859527,-90.000000,1420,False,False,True,False,False,False
1421,4,Tier 4 — Weak/single-signature,1,BRD-K08132273,tyrphostin,0.000000,-7.271594,15.784987,3,1,0,2.837798,0.000000,-7.271594,-90.000000,1421,False,False,True,False,False,False
1422,4,Tier 4 — Weak/single-signature,1,BRD-A26097136,bulleyaconitine-a,0.000000,-7.957180,16.671694,3,1,0,2.904838,0.000000,-7.957180,-90.000000,1422,False,False,True,False,False,False
1423,4,Tier 4 — Weak/single-signature,1,BRD-K02867583,minaprine,0.000000,-0.986610,10.230580,3,1,0,3.081323,0.000000,-0.986610,-90.000000,1423,False,False,True,False,False,False
1424,4,Tier 4 — Weak/single-signature,1,BRD-K67578145,GDC-0879,0.000000,10.866172,-1.303735,3,1,0,3.187479,0.000000,-1.303735,-90.000000,1424,False,False,False,False,True,False
1425,4,Tier 4 — Weak/single-signature,1,BRD-A59943784,fluticasone,0.000000,17.262627,-6.572033,3,1,0,3.563531,0.000000,-6.572033,-90.000000,1425,False,False,False,False,True,False
1426,4,Tier 4 — Weak/single-signature,1,BRD-K76534306,enrofloxacin,0.000000,16.339634,-5.592599,3,1,0,3.582345,0.000000,-5.592599,-90.000000,1426,False,False,False,False,True,False
1427,4,Tier 4 — Weak/single-signature,1,BRD-K64881305,ispinesib,13.520575,0.000000,-2.642706,3,1,0,3.625956,0.000000,-2.642706,-90.000000,1427,False,False,False,False,True,False
1428,4,Tier 4 — Weak/single-signature,1,BRD-A11609859,SB-205607,0.000000,-2.818887,13.762253,3,1,0,3.647789,0.000000,-2.818887,-90.000000,1428,False,False,True,False,False,False
1429,4,Tier 4 — Weak/single-signature,1,BRD-K05906022,limonin,0.000000,14.552502,-3.242058,3,1,0,3.770148,0.000000,-3.242058,-90.000000,1429,False,False,False,False,True,False
1430,4,Tier 4 — Weak/single-signature,1,BRD-K64670467,JNJ-16259685,0.000000,-2.078929,13.485433,3,1,0,3.802168,0.000000,-2.078929,-90.000000,1430,False,False,True,False,False,False
1431,4,Tier 4 — Weak/single-signature,1,BRD-A82371568,clofarabine,0.000000,-2.386670,14.868993,3,1,0,4.160774,0.000000,-2.386670,-90.000000,1431,False,False,True,False,False,False
1432,4,Tier 4 — Weak/single-signature,1,BRD-K90259198,W-7,0.000000,-0.599013,13.335202,3,1,0,4.245396,0.000000,-0.599013,-90.000000,1432,False,False,True,False,False,False
1433,4,Tier 4 — Weak/single-signature,1,BRD-K84663978,trequinsin,0.000000,17.900623,-5.118864,3,1,0,4.260586,0.000000,-5.118864,-90.000000,1433,False,False,False,False,True,False
1434,4,Tier 4 — Weak/single-signature,1,BRD-A05352148,ipratropium,0.000000,-2.043693,14.830925,3,1,0,4.262411,0.000000,-2.043693,-90.000000,1434,False,False,True,False,False,False
1435,4,Tier 4 — Weak/single-signature,1,BRD-K48935217,epothilone,0.000000,-32.623590,45.984657,3,1,0,4.453689,0.000000,-32.623590,-90.000000,1435,False,False,True,False,False,False
1436,4,Tier 4 — Weak/single-signature,1,BRD-K96037667,norethindrone,0.000000,24.158197,-9.732609,3,1,0,4.808529,0.000000,-9.732609,-90.000000,1436,False,False,False,False,True,False
