priority_rank,priority_tier_number,priority_tier,cross_signature_consistency_score,pert_id,pert_iname,ATLAS_SIG_A_TOP150,ATLAS_SIG_B_TOP100,ATLAS_SIG_B_TOP150,n_signatures,n_negative,n_strong_negative,mean_tau,median_tau,minimum_tau,strong_negative_threshold,consensus_rank,A_TOP150_negative,A_TOP150_strong_negative,B_TOP100_negative,B_TOP100_strong_negative,B_TOP150_negative,B_TOP150_strong_negative
2184,4,Tier 4 — Weak/single-signature,0,BRD-K76304753,phenazopyridine,1.550388,9.151974,8.402851,3,0,0,6.368404,8.402851,1.550388,-90.000000,2184,False,False,False,False,False,False
2185,4,Tier 4 — Weak/single-signature,0,BRD-K63550407,erythromycin,0.000000,8.407635,10.152010,3,0,0,6.186548,8.407635,0.000000,-90.000000,2185,False,False,False,False,False,False
2186,4,Tier 4 — Weak/single-signature,0,BRD-K37792168,denbufylline,0.000000,12.144382,8.435085,3,0,0,6.859822,8.435085,0.000000,-90.000000,2186,False,False,False,False,False,False
2187,4,Tier 4 — Weak/single-signature,0,BRD-A16820783,BRD-A16820783,2.123916,8.442030,25.705780,3,0,0,12.090575,8.442030,2.123916,-90.000000,2187,False,False,False,False,False,False
2188,4,Tier 4 — Weak/single-signature,0,BRD-K49945136,GR-113808,0.000000,10.812928,8.467024,3,0,0,6.426651,8.467024,0.000000,-90.000000,2188,False,False,False,False,False,False
2189,4,Tier 4 — Weak/single-signature,0,BRD-A01643550,prednisolone-acetate,1.902748,16.167042,8.469791,3,0,0,8.846527,8.469791,1.902748,-90.000000,2189,False,False,False,False,False,False
2190,4,Tier 4 — Weak/single-signature,0,BRD-K34685430,methylergometrine,0.000000,8.494244,17.462566,3,0,0,8.652270,8.494244,0.000000,-90.000000,2190,False,False,False,False,False,False
2191,4,Tier 4 — Weak/single-signature,0,BRD-K39670393,amthamine,0.000000,8.520301,14.591332,3,0,0,7.703877,8.520301,0.000000,-90.000000,2191,False,False,False,False,False,False
2192,4,Tier 4 — Weak/single-signature,0,BRD-A45498368,WYE-125132,12.162828,8.555202,0.000000,3,0,0,6.906010,8.555202,0.000000,-90.000000,2192,False,False,False,False,False,False
2193,4,Tier 4 — Weak/single-signature,0,BRD-A02367930,ethinyl-estradiol,0.986610,8.577066,18.735981,3,0,0,9.433219,8.577066,0.986610,-90.000000,2193,False,False,False,False,False,False
2194,4,Tier 4 — Weak/single-signature,0,BRD-K20655524,mefexamide,8.585411,2.325581,75.600550,3,0,0,28.837181,8.585411,2.325581,-90.000000,2194,False,False,False,False,False,False
2195,4,Tier 4 — Weak/single-signature,0,BRD-A28422330,BRD-A28422330,0.845666,31.278278,8.660421,3,0,0,13.594788,8.660421,0.845666,-90.000000,2195,False,False,False,False,False,False
2196,4,Tier 4 — Weak/single-signature,0,BRD-K47448802,BRD-K47448802,0.000000,8.688004,22.311932,3,0,0,10.333312,8.688004,0.000000,-90.000000,2196,False,False,False,False,False,False
2197,4,Tier 4 — Weak/single-signature,0,BRD-K56700933,phenethyl-isothiocyanate,8.907646,2.854123,12.634958,3,0,0,8.132242,8.907646,2.854123,-90.000000,2197,False,False,False,False,False,False
2198,4,Tier 4 — Weak/single-signature,0,BRD-K50891186,GR-103691,1.585624,11.304185,8.974190,3,0,0,7.288000,8.974190,1.585624,-90.000000,2198,False,False,False,False,False,False
2199,4,Tier 4 — Weak/single-signature,0,BRD-K37080523,isoreserpine,0.000000,8.974730,18.473950,3,0,0,9.149560,8.974730,0.000000,-90.000000,2199,False,False,False,False,False,False
2200,4,Tier 4 — Weak/single-signature,0,BRD-K61401890,deguelin,0.000000,9.155430,30.846525,3,0,0,13.333985,9.155430,0.000000,-90.000000,2200,False,False,False,False,False,False
2201,4,Tier 4 — Weak/single-signature,0,BRD-K15196155,IBC-293,0.000000,9.174744,21.811392,3,0,0,10.328712,9.174744,0.000000,-90.000000,2201,False,False,False,False,False,False
2202,4,Tier 4 — Weak/single-signature,0,BRD-K44067360,flufenamic-acid,3.382664,68.269775,9.196617,3,0,0,26.949685,9.196617,3.382664,-90.000000,2202,False,False,False,False,False,False
