pert_id,pert_iname,priority_rank,priority_tier_number,molecule_chembl_id,target_chembl_id,target_pref_name,target_type,target_organism,target_accessions,target_component_descriptions,target_evidence_source,minimum_pchembl_filter
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL1075183,Potassium channel subfamily K member 2,SINGLE PROTEIN,Bos taurus,Q8HY88,Potassium channel subfamily K member 2,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL1075310,Transient receptor potential cation channel subfamily A member 1,SINGLE PROTEIN,Mus musculus,Q8BLA8,Transient receptor potential cation channel subfamily A member 1,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL1293224,Microtubule-associated protein tau,SINGLE PROTEIN,Homo sapiens,P10636,Microtubule-associated protein tau,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL1293231,Nuclear receptor ROR-gamma,SINGLE PROTEIN,Mus musculus,P51450,Nuclear receptor ROR-gamma,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL1293232,Survival motor neuron protein,SINGLE PROTEIN,Homo sapiens,Q16637,Survival motor neuron protein,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL1293234,Fructose-bisphosphate aldolase,SINGLE PROTEIN,Giardia intestinalis,A8B2U2,Fructose-bisphosphate aldolase,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL1293235,Prelamin-A/C,SINGLE PROTEIN,Homo sapiens,P02545,Prelamin-A/C,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL1293237,RecQ-like DNA helicase BLM,SINGLE PROTEIN,Homo sapiens,P54132,RecQ-like DNA helicase BLM,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL1293238,Inositol monophosphatase 1,SINGLE PROTEIN,Rattus norvegicus,P97697,Inositol monophosphatase 1,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL1293256,Thrombopoietin,SINGLE PROTEIN,Homo sapiens,P40225,Thrombopoietin,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL1833,5-hydroxytryptamine receptor 2B,SINGLE PROTEIN,Homo sapiens,P41595,5-hydroxytryptamine receptor 2B,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,SINGLE PROTEIN,Homo sapiens,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL1963,Thyrotropin receptor,SINGLE PROTEIN,Homo sapiens,P16473,Thyrotropin receptor,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL2026,Beta-lactamase,SINGLE PROTEIN,Escherichia coli K-12,P00811,Beta-lactamase,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL2095177,Voltage-gated L-type calcium channel,PROTEIN FAMILY,Rattus norvegicus,P22002 | P27732 | Q02485,Voltage-dependent L-type calcium channel subunit alpha-1C | Voltage-dependent L-type calcium channel subunit alpha-1D | Voltage-dependent L-type calcium channel subunit alpha-1S,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL2095229,Voltage-gated L-type calcium channel,PROTEIN FAMILY,Homo sapiens,O60840 | Q01668 | Q13698 | Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C | Voltage-dependent L-type calcium channel subunit alpha-1D | Voltage-dependent L-type calcium channel subunit alpha-1F | Voltage-dependent L-type calcium channel subunit alpha-1S,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL2097170,Voltage-gated N-type calcium channel alpha-1B subunit/Amyloid beta A4 precursor protein-binding family A member 1,PROTEIN-PROTEIN INTERACTION,Homo sapiens,Q00975 | Q02410,Amyloid-beta A4 precursor protein-binding family A member 1 | Voltage-dependent N-type calcium channel subunit alpha-1B,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL2189159,"Indoleamine 2,3-dioxygenase 2",SINGLE PROTEIN,Mus musculus,Q8R0V5,"Indoleamine 2,3-dioxygenase 2",ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL225,5-hydroxytryptamine receptor 2C,SINGLE PROTEIN,Homo sapiens,P28335,5-hydroxytryptamine receptor 2C,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL226,Adenosine receptor A1,SINGLE PROTEIN,Homo sapiens,P30542,Adenosine receptor A1,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL2321615,Potassium channel subfamily K member 2,SINGLE PROTEIN,Homo sapiens,O95069,Potassium channel subfamily K member 2,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL2366456,Voltage-dependent L-type calcium channel subunit alpha-1C,SINGLE PROTEIN,Cavia porcellus,O35505,Voltage-dependent L-type calcium channel subunit alpha-1C,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL2367363,Right cardiac atrium,TISSUE,Cavia porcellus,,,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL2367407,Left cardiac atrium,TISSUE,Cavia porcellus,,,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL2428,"Myosin light chain kinase, smooth muscle",SINGLE PROTEIN,Homo sapiens,Q15746,"Myosin light chain kinase, smooth muscle",ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL251,Adenosine receptor A2a,SINGLE PROTEIN,Homo sapiens,P29274,Adenosine receptor A2a,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL256,Adenosine receptor A3,SINGLE PROTEIN,Homo sapiens,P0DMS8,Adenosine receptor A3,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL2830,Voltage-dependent L-type calcium channel subunit alpha-1C,SINGLE PROTEIN,Oryctolagus cuniculus,P15381,Voltage-dependent L-type calcium channel subunit alpha-1C,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL318,Adenosine receptor A1,SINGLE PROTEIN,Rattus norvegicus,P25099,Adenosine receptor A1,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL3356,Cytochrome P450 1A2,SINGLE PROTEIN,Homo sapiens,P05177,Cytochrome P450 1A2,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL3397,Cytochrome P450 2C9,SINGLE PROTEIN,Homo sapiens,P11712,Cytochrome P450 2C9,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL340,Cytochrome P450 3A4,SINGLE PROTEIN,Homo sapiens,P08684,Cytochrome P450 3A4,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL3491,Cytochrome P450 2J2,SINGLE PROTEIN,Homo sapiens,P51589,Cytochrome P450 2J2,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL3577,Aldehyde dehydrogenase 1A1,SINGLE PROTEIN,Homo sapiens,P00352,Aldehyde dehydrogenase 1A1,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL3622,Cytochrome P450 2C19,SINGLE PROTEIN,Homo sapiens,P33261,Cytochrome P450 2C19,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL364,Plasmodium falciparum,ORGANISM,Plasmodium falciparum,,,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL369,Cavia porcellus,ORGANISM,Cavia porcellus,,,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL374,Oryctolagus cuniculus,ORGANISM,Oryctolagus cuniculus,,,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL376,Rattus norvegicus,ORGANISM,Rattus norvegicus,,,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL3762,Voltage-dependent L-type calcium channel subunit alpha-1C,SINGLE PROTEIN,Rattus norvegicus,P22002,Voltage-dependent L-type calcium channel subunit alpha-1C,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL3879801,NON-PROTEIN TARGET,NON-MOLECULAR,,,,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL3883313,Perilipin-1/ABHD5,PROTEIN-PROTEIN INTERACTION,Homo sapiens,O60240 | Q8WTS1,1-acylglycerol-3-phosphate O-acyltransferase ABHD5 | Perilipin-1,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL3885501,1-acylglycerol-3-phosphate O-acyltransferase ABHD5/Perilipin-5,PROTEIN-PROTEIN INTERACTION,Homo sapiens,Q00G26 | Q8WTS1,1-acylglycerol-3-phosphate O-acyltransferase ABHD5 | Perilipin-5,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL395,HepG2,CELL-LINE,Homo sapiens,,,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL3988632,L-type calcium channel,PROTEIN FAMILY,Mus musculus,Q01815 | Q02789 | Q99246 | Q9JIS7,Voltage-dependent L-type calcium channel subunit alpha-1C | Voltage-dependent L-type calcium channel subunit alpha-1D | Voltage-dependent L-type calcium channel subunit alpha-1F | Voltage-dependent L-type calcium channel subunit alpha-1S,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL4015,C-C chemokine receptor type 2,SINGLE PROTEIN,Homo sapiens,P41597,C-C chemokine receptor type 2,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL4078,Acetylcholinesterase,SINGLE PROTEIN,Electrophorus electricus,O42275,Acetylcholinesterase,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL4132,Voltage-dependent L-type calcium channel subunit alpha-1D,SINGLE PROTEIN,Rattus norvegicus,P27732,Voltage-dependent L-type calcium channel subunit alpha-1D,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL4138,Voltage-dependent L-type calcium channel subunit alpha-1D,SINGLE PROTEIN,Homo sapiens,Q01668,Voltage-dependent L-type calcium channel subunit alpha-1D,ChEMBL_activity,5.0
BRD-A30977374,nifedipine,15,2,CHEMBL193,CHEMBL4159,3-hydroxyacyl-CoA dehydrogenase type-2,SINGLE PROTEIN,Homo sapiens,Q99714,3-hydroxyacyl-CoA dehydrogenase type-2,ChEMBL_activity,5.0
BRD-K19416115,sitagliptin,6,1,CHEMBL1422,CHEMBL224,5-hydroxytryptamine receptor 2A,SINGLE PROTEIN,Homo sapiens,P28223,5-hydroxytryptamine receptor 2A,ChEMBL_activity,5.0
BRD-K19416115,sitagliptin,6,1,CHEMBL1422,CHEMBL284,Dipeptidyl peptidase 4,SINGLE PROTEIN,Homo sapiens,P27487,Dipeptidyl peptidase 4,ChEMBL_activity,5.0
BRD-K19416115,sitagliptin,6,1,CHEMBL1422,CHEMBL3883,Dipeptidyl peptidase 4,SINGLE PROTEIN,Mus musculus,P28843,Dipeptidyl peptidase 4,ChEMBL_activity,5.0
BRD-K19416115,sitagliptin,6,1,CHEMBL1422,CHEMBL4653,Dipeptidyl peptidase 4,SINGLE PROTEIN,Rattus norvegicus,P14740,Dipeptidyl peptidase 4,ChEMBL_activity,5.0
BRD-K19416115,sitagliptin,6,1,CHEMBL1422,CHEMBL4657,Dipeptidyl peptidase 8,SINGLE PROTEIN,Homo sapiens,Q6V1X1,Dipeptidyl peptidase 8,ChEMBL_activity,5.0
BRD-K19416115,sitagliptin,6,1,CHEMBL1422,CHEMBL4683,Prolyl endopeptidase FAP,SINGLE PROTEIN,Homo sapiens,Q12884,Prolyl endopeptidase FAP,ChEMBL_activity,5.0
BRD-K19416115,sitagliptin,6,1,CHEMBL1422,CHEMBL4793,Dipeptidyl peptidase 9,SINGLE PROTEIN,Homo sapiens,Q86TI2,Dipeptidyl peptidase 9,ChEMBL_activity,5.0
BRD-K89687904,PKCbeta-inhibitor,3,1,CHEMBL5715921,CHEMBL2226,Caspase-4,SINGLE PROTEIN,Homo sapiens,P49662,Caspase-4,ChEMBL_activity,5.0
BRD-K89687904,PKCbeta-inhibitor,3,1,CHEMBL5715921,CHEMBL2273,Caspase-9,SINGLE PROTEIN,Homo sapiens,P55211,Caspase-9,ChEMBL_activity,5.0
BRD-K89687904,PKCbeta-inhibitor,3,1,CHEMBL5715921,CHEMBL3131,Caspase-5,SINGLE PROTEIN,Homo sapiens,P51878,Caspase-5,ChEMBL_activity,5.0
BRD-K89687904,PKCbeta-inhibitor,3,1,CHEMBL5715921,CHEMBL3776,Caspase-8,SINGLE PROTEIN,Homo sapiens,Q14790,Caspase-8,ChEMBL_activity,5.0
BRD-K89687904,PKCbeta-inhibitor,3,1,CHEMBL5715921,CHEMBL4801,Caspase-1,SINGLE PROTEIN,Homo sapiens,P29466,Caspase-1,ChEMBL_activity,5.0
BRD-K89687904,PKCbeta-inhibitor,3,1,CHEMBL5715921,CHEMBL5037,Caspase-10,SINGLE PROTEIN,Homo sapiens,Q92851,Caspase-10,ChEMBL_activity,5.0
BRD-K89687904,PKCbeta-inhibitor,3,1,CHEMBL5715921,CHEMBL5991,Caspase-14,SINGLE PROTEIN,Homo sapiens,P31944,Caspase-14,ChEMBL_activity,5.0
BRD-A81541225,oligomycin-a,2,1,CHEMBL1255855,CHEMBL1697668,Solute carrier organic anion transporter family member 1B1,SINGLE PROTEIN,Homo sapiens,Q9Y6L6,Solute carrier organic anion transporter family member 1B1,ChEMBL_activity,5.0
BRD-A81541225,oligomycin-a,2,1,CHEMBL1255855,CHEMBL1743121,Solute carrier organic anion transporter family member 1B3,SINGLE PROTEIN,Homo sapiens,Q9NPD5,Solute carrier organic anion transporter family member 1B3,ChEMBL_activity,5.0
BRD-A81541225,oligomycin-a,2,1,CHEMBL1255855,CHEMBL367,Leishmania donovani,ORGANISM,Leishmania donovani,,,ChEMBL_activity,5.0
BRD-A81541225,oligomycin-a,2,1,CHEMBL1255855,CHEMBL385,K562,CELL-LINE,Homo sapiens,,,ChEMBL_activity,5.0
BRD-A81541225,oligomycin-a,2,1,CHEMBL1255855,CHEMBL394,HCT-116,CELL-LINE,Homo sapiens,,,ChEMBL_activity,5.0
BRD-A81541225,oligomycin-a,2,1,CHEMBL1255855,CHEMBL614793,L6,CELL-LINE,Rattus norvegicus,,,ChEMBL_activity,5.0
BRD-K22009844,phenprobamate,33,2,CHEMBL1079576,CHEMBL1293235,Prelamin-A/C,SINGLE PROTEIN,Homo sapiens,P02545,Prelamin-A/C,ChEMBL_activity,5.0
BRD-K43164539,cholic-acid,42,2,CHEMBL205596,CHEMBL1255150,G-protein coupled bile acid receptor 1,SINGLE PROTEIN,Mus musculus,Q80SS6,G-protein coupled bile acid receptor 1,ChEMBL_activity,5.0
BRD-K43164539,cholic-acid,42,2,CHEMBL205596,CHEMBL5409,G-protein coupled bile acid receptor 1,SINGLE PROTEIN,Homo sapiens,Q8TDU6,G-protein coupled bile acid receptor 1,ChEMBL_activity,5.0
BRD-A36010170,amcinonide,28,2,CHEMBL1200732,CHEMBL1293231,Nuclear receptor ROR-gamma,SINGLE PROTEIN,Mus musculus,P51450,Nuclear receptor ROR-gamma,ChEMBL_activity,5.0
BRD-A36010170,amcinonide,28,2,CHEMBL1200732,CHEMBL1615322,microRNA 21,NUCLEIC-ACID,Homo sapiens,ENSG00000284190,microRNA 21,ChEMBL_activity,5.0
BRD-A36010170,amcinonide,28,2,CHEMBL1200732,CHEMBL2034,Glucocorticoid receptor,SINGLE PROTEIN,Homo sapiens,P04150,Glucocorticoid receptor,ChEMBL_activity,5.0
BRD-A36010170,amcinonide,28,2,CHEMBL1200732,CHEMBL208,Progesterone receptor,SINGLE PROTEIN,Homo sapiens,P06401,Progesterone receptor,ChEMBL_activity,5.0
BRD-A36010170,amcinonide,28,2,CHEMBL1200732,CHEMBL218,Cannabinoid receptor 1,SINGLE PROTEIN,Homo sapiens,P21554,Cannabinoid receptor 1,ChEMBL_activity,5.0
BRD-A36010170,amcinonide,28,2,CHEMBL1200732,CHEMBL4261,Hypoxia-inducible factor 1-alpha,SINGLE PROTEIN,Homo sapiens,Q16665,Hypoxia-inducible factor 1-alpha,ChEMBL_activity,5.0
BRD-A36010170,amcinonide,28,2,CHEMBL1200732,CHEMBL5162,Neuropeptide S receptor,SINGLE PROTEIN,Homo sapiens,Q6W5P4,Neuropeptide S receptor,ChEMBL_activity,5.0
BRD-K68558722,deracoxib,40,2,CHEMBL28636,CHEMBL230,Prostaglandin G/H synthase 2,SINGLE PROTEIN,Homo sapiens,P35354,Prostaglandin G/H synthase 2,ChEMBL_activity,5.0
BRD-K68558722,deracoxib,40,2,CHEMBL28636,CHEMBL4033,Cyclooxygenase-2,SINGLE PROTEIN,Canis lupus familiaris,Q8SPQ9,Prostaglandin G/H synthase 2,ChEMBL_activity,5.0
BRD-K85603128,resorcinol,34,2,CHEMBL24147,CHEMBL1293235,Prelamin-A/C,SINGLE PROTEIN,Homo sapiens,P02545,Prelamin-A/C,ChEMBL_activity,5.0
BRD-K85603128,resorcinol,34,2,CHEMBL24147,CHEMBL1795125,Carbonic anhydrase,SINGLE PROTEIN,Dicentrarchus labrax,Q2PCB5,carbonic anhydrase,ChEMBL_activity,5.0
BRD-K85603128,resorcinol,34,2,CHEMBL24147,CHEMBL205,Carbonic anhydrase 2,SINGLE PROTEIN,Homo sapiens,P00918,Carbonic anhydrase 2,ChEMBL_activity,5.0
BRD-K85603128,resorcinol,34,2,CHEMBL24147,CHEMBL2949,Prostaglandin G/H synthase 1,SINGLE PROTEIN,Ovis aries,P05979,Prostaglandin G/H synthase 1,ChEMBL_activity,5.0
BRD-K85603128,resorcinol,34,2,CHEMBL24147,CHEMBL3242,Carbonic anhydrase 12,SINGLE PROTEIN,Homo sapiens,O43570,Carbonic anhydrase 12,ChEMBL_activity,5.0
BRD-K85603128,resorcinol,34,2,CHEMBL24147,CHEMBL340,Cytochrome P450 3A4,SINGLE PROTEIN,Homo sapiens,P08684,Cytochrome P450 3A4,ChEMBL_activity,5.0
BRD-K85603128,resorcinol,34,2,CHEMBL24147,CHEMBL3969,"Carbonic anhydrase 5B, mitochondrial",SINGLE PROTEIN,Homo sapiens,Q9Y2D0,"Carbonic anhydrase 5B, mitochondrial",ChEMBL_activity,5.0
BRD-K85603128,resorcinol,34,2,CHEMBL24147,CHEMBL4789,"Carbonic anhydrase 5A, mitochondrial",SINGLE PROTEIN,Homo sapiens,P35218,"Carbonic anhydrase 5A, mitochondrial",ChEMBL_activity,5.0
BRD-K85603128,resorcinol,34,2,CHEMBL24147,CHEMBL612545,Unchecked,UNCHECKED,,,,ChEMBL_activity,5.0
BRD-K85603128,resorcinol,34,2,CHEMBL24147,CHEMBL614696,Lymphoblastoid cell,CELL-LINE,Homo sapiens,,,ChEMBL_activity,5.0
BRD-K52662033,lidocaine,22,2,CHEMBL79,CHEMBL2026,Beta-lactamase,SINGLE PROTEIN,Escherichia coli K-12,P00811,Beta-lactamase,ChEMBL_activity,5.0
BRD-K52662033,lidocaine,22,2,CHEMBL79,CHEMBL2072,Sodium channel protein type 4 subunit alpha,SINGLE PROTEIN,Homo sapiens,P35499,Sodium channel protein type 4 subunit alpha,ChEMBL_activity,5.0
BRD-K52662033,lidocaine,22,2,CHEMBL79,CHEMBL340,Cytochrome P450 3A4,SINGLE PROTEIN,Homo sapiens,P08684,Cytochrome P450 3A4,ChEMBL_activity,5.0
BRD-K52662033,lidocaine,22,2,CHEMBL79,CHEMBL3577,Aldehyde dehydrogenase 1A1,SINGLE PROTEIN,Homo sapiens,P00352,Aldehyde dehydrogenase 1A1,ChEMBL_activity,5.0
BRD-K52662033,lidocaine,22,2,CHEMBL79,CHEMBL3879801,NON-PROTEIN TARGET,NON-MOLECULAR,,,,ChEMBL_activity,5.0
BRD-K89046952,ciclacillin,37,2,CHEMBL1200356,CHEMBL1293235,Prelamin-A/C,SINGLE PROTEIN,Homo sapiens,P02545,Prelamin-A/C,ChEMBL_activity,5.0
BRD-K89046952,ciclacillin,37,2,CHEMBL1200356,CHEMBL245,Muscarinic acetylcholine receptor M3,SINGLE PROTEIN,Homo sapiens,P20309,Muscarinic acetylcholine receptor M3,ChEMBL_activity,5.0
BRD-K45252063,clofibrate,5,1,CHEMBL565,CHEMBL1963,Thyrotropin receptor,SINGLE PROTEIN,Homo sapiens,P16473,Thyrotropin receptor,ChEMBL_activity,5.0
BRD-K45252063,clofibrate,5,1,CHEMBL565,CHEMBL2026,Beta-lactamase,SINGLE PROTEIN,Escherichia coli K-12,P00811,Beta-lactamase,ChEMBL_activity,5.0
BRD-K45252063,clofibrate,5,1,CHEMBL565,CHEMBL276,Muscarinic acetylcholine receptor M1,SINGLE PROTEIN,Rattus norvegicus,P08482,Muscarinic acetylcholine receptor M1,ChEMBL_activity,5.0
BRD-K45252063,clofibrate,5,1,CHEMBL565,CHEMBL340,Cytochrome P450 3A4,SINGLE PROTEIN,Homo sapiens,P08684,Cytochrome P450 3A4,ChEMBL_activity,5.0
BRD-K45252063,clofibrate,5,1,CHEMBL565,CHEMBL5738,"Fatty acid-binding protein, liver",SINGLE PROTEIN,Rattus norvegicus,P02692,"Fatty acid-binding protein, liver",ChEMBL_activity,5.0
BRD-K45252063,clofibrate,5,1,CHEMBL565,CHEMBL612545,Unchecked,UNCHECKED,,,,ChEMBL_activity,5.0
BRD-K82143716,flucytosine,44,2,CHEMBL1463,CHEMBL1293251,ATP-dependent molecular chaperone HSP82,SINGLE PROTEIN,Candida albicans (strain WO-1) (Yeast),C4YTQ8,ATP-dependent molecular chaperone HSP82,ChEMBL_activity,5.0
BRD-K82143716,flucytosine,44,2,CHEMBL1463,CHEMBL1293303,Nonstructural protein 1,SINGLE PROTEIN,Influenza A virus,Q194T2,Non-structural protein 1,ChEMBL_activity,5.0
BRD-K82143716,flucytosine,44,2,CHEMBL1463,CHEMBL366,Candida albicans,ORGANISM,Candida albicans,,,ChEMBL_activity,5.0
BRD-K82143716,flucytosine,44,2,CHEMBL1463,CHEMBL612545,Unchecked,UNCHECKED,,,,ChEMBL_activity,5.0
BRD-K46441700,GR-55562,47,2,CHEMBL119264,CHEMBL1898,5-hydroxytryptamine receptor 1B,SINGLE PROTEIN,Homo sapiens,P28222,5-hydroxytryptamine receptor 1B,ChEMBL_activity,5.0
BRD-K46441700,GR-55562,47,2,CHEMBL119264,CHEMBL1983,5-hydroxytryptamine receptor 1D,SINGLE PROTEIN,Homo sapiens,P28221,5-hydroxytryptamine receptor 1D,ChEMBL_activity,5.0
BRD-K46441700,GR-55562,47,2,CHEMBL119264,CHEMBL214,5-hydroxytryptamine receptor 1A,SINGLE PROTEIN,Homo sapiens,P08908,5-hydroxytryptamine receptor 1A,ChEMBL_activity,5.0
BRD-K46441700,GR-55562,47,2,CHEMBL119264,CHEMBL289,Cytochrome P450 2D6,SINGLE PROTEIN,Homo sapiens,P10635,Cytochrome P450 2D6,ChEMBL_activity,5.0
BRD-K46441700,GR-55562,47,2,CHEMBL119264,CHEMBL340,Cytochrome P450 3A4,SINGLE PROTEIN,Homo sapiens,P08684,Cytochrome P450 3A4,ChEMBL_activity,5.0
BRD-K46441700,GR-55562,47,2,CHEMBL119264,CHEMBL612545,Unchecked,UNCHECKED,,,,ChEMBL_activity,5.0
BRD-K37846922,"3,3'-diindolylmethane",46,2,CHEMBL446452,CHEMBL3201,Aryl hydrocarbon receptor,SINGLE PROTEIN,Homo sapiens,P35869,Aryl hydrocarbon receptor,ChEMBL_activity,5.0
BRD-K37846922,"3,3'-diindolylmethane",46,2,CHEMBL446452,CHEMBL367,Leishmania donovani,ORGANISM,Leishmania donovani,,,ChEMBL_activity,5.0
BRD-K37846922,"3,3'-diindolylmethane",46,2,CHEMBL446452,CHEMBL3714079,G-protein coupled receptor 84,SINGLE PROTEIN,Homo sapiens,Q9NQS5,G-protein coupled receptor 84,ChEMBL_activity,5.0
BRD-K37846922,"3,3'-diindolylmethane",46,2,CHEMBL446452,CHEMBL387,MCF7,CELL-LINE,Homo sapiens,,,ChEMBL_activity,5.0
BRD-K37846922,"3,3'-diindolylmethane",46,2,CHEMBL446452,CHEMBL400,MDA-MB-231,CELL-LINE,Homo sapiens,,,ChEMBL_activity,5.0
BRD-K37846922,"3,3'-diindolylmethane",46,2,CHEMBL446452,CHEMBL4523386,G-protein coupled receptor 84,SINGLE PROTEIN,Mus musculus,Q8CIM5,G-protein coupled receptor 84,ChEMBL_activity,5.0
BRD-K37846922,"3,3'-diindolylmethane",46,2,CHEMBL446452,CHEMBL6099,Aryl hydrocarbon receptor,SINGLE PROTEIN,Mus musculus,P30561,Aryl hydrocarbon receptor,ChEMBL_activity,5.0
BRD-K37846922,"3,3'-diindolylmethane",46,2,CHEMBL446452,CHEMBL612545,Unchecked,UNCHECKED,,,,ChEMBL_activity,5.0
BRD-K72816382,cinalukast,57,2,CHEMBL283754,CHEMBL2093861,Menin/Histone-lysine N-methyltransferase MLL,PROTEIN-PROTEIN INTERACTION,Homo sapiens,O00255 | Q03164,Histone-lysine N-methyltransferase 2A | Menin,ChEMBL_activity,5.0
BRD-K72816382,cinalukast,57,2,CHEMBL283754,CHEMBL340,Cytochrome P450 3A4,SINGLE PROTEIN,Homo sapiens,P08684,Cytochrome P450 3A4,ChEMBL_activity,5.0
BRD-K72816382,cinalukast,57,2,CHEMBL283754,CHEMBL5645,Cysteinyl leukotriene receptor 1,SINGLE PROTEIN,Cavia porcellus,Q2NNR5,Cysteinyl leukotriene receptor 1,ChEMBL_activity,5.0
BRD-K06878038,deferiprone,64,2,CHEMBL70927,CHEMBL1293226,Lysine-specific demethylase 4E,SINGLE PROTEIN,Homo sapiens,B2RXH2,Lysine-specific demethylase 4E,ChEMBL_activity,5.0
BRD-K06878038,deferiprone,64,2,CHEMBL70927,CHEMBL1293234,Fructose-bisphosphate aldolase,SINGLE PROTEIN,Giardia intestinalis,A8B2U2,Fructose-bisphosphate aldolase,ChEMBL_activity,5.0
BRD-K06878038,deferiprone,64,2,CHEMBL70927,CHEMBL1293248,4'-phosphopantetheinyl transferase ffp,SINGLE PROTEIN,Bacillus subtilis,Q9F4F7,4'-phosphopantetheinyl transferase ffp,ChEMBL_activity,5.0
BRD-K06878038,deferiprone,64,2,CHEMBL70927,CHEMBL1293303,Nonstructural protein 1,SINGLE PROTEIN,Influenza A virus,Q194T2,Non-structural protein 1,ChEMBL_activity,5.0
BRD-K06878038,deferiprone,64,2,CHEMBL70927,CHEMBL1938210,Lysine-specific demethylase 2A,SINGLE PROTEIN,Homo sapiens,Q9Y2K7,Lysine-specific demethylase 2A,ChEMBL_activity,5.0
BRD-K06878038,deferiprone,64,2,CHEMBL70927,CHEMBL2069164,Lysine-specific demethylase 6A,SINGLE PROTEIN,Homo sapiens,O15550,Lysine-specific demethylase 6A,ChEMBL_activity,5.0
