pert_id,pert_iname,n_signatures,median_connectivity,mean_connectivity,best_connectivity,worst_connectivity,n_negative_signatures
BRD-K29458283,chlorambucil,8,-0.276276765,-0.2750131125,-0.32895076,-0.18047456,8
BRD-A27143604,diarylpropionitrile,6,-0.27625692999999996,-0.27760225666666666,-0.2994727,-0.25797853,6
BRD-A67373739,AICA-ribonucleotide,9,-0.27624375,-0.27974600777777775,-0.38444877,-0.19412662,9
BRD-K72034655,peucedanin,2,-0.276229785,-0.276229785,-0.29961553,-0.25284404,2
BRD-K77690805,BRD-K77690805,16,-0.27620802499999997,-0.268926570625,-0.31906998,-0.18881524,16
BRD-K90543092,levonorgestrel,2,-0.27618315,-0.27618315,-0.2979113,-0.254455,2
BRD-K19216856,epigallocatechin,4,-0.27617455,-0.26258457,-0.29069185,-0.20729733,4
BRD-K33818169,GW-3965,9,-0.27613834,-0.2727644677777778,-0.34157765,-0.19256683,9
BRD-K34415467,trimethobenzamide,8,-0.276133965,-0.276434575,-0.39279652,-0.18400203,8
BRD-A79465854,auranofin,16,-0.27611472000000004,-0.285560995625,-0.3979091,-0.21267474,16
BRD-K85119730,tolbutamide,11,-0.27607518,-0.27948729818181817,-0.34115386,-0.20599085,11
BRD-K87226815,cycloserine-(d),9,-0.27607173,-0.3110289044444444,-0.4230284,-0.24084803,9
BRD-K67868012,PI-103,2,-0.27606474999999997,-0.27606474999999997,-0.32662448,-0.22550502,2
BRD-K51781482,IKK3-inhibitor-IX,4,-0.276023925,-0.2806242325,-0.35950798,-0.2109411,4
BRD-A14966924,alaproclate,5,-0.27601668,-0.28536626200000004,-0.3735003,-0.20547473,5
BRD-K39621635,artemether,3,-0.27601525,-0.26139250333333336,-0.28766203,-0.22050023,3
BRD-A97104540,fenoterol,12,-0.27598995,-0.27165631416666663,-0.32255834,-0.21821386,12
BRD-A48570745,ivermectin,5,-0.27597544,-0.28910950199999996,-0.3550576,-0.25050253,5
BRD-A52326238,isogedunin,5,-0.2759749,-0.27181818,-0.3151257,-0.2229813,5
BRD-A80151636,bromocriptine,9,-0.27585596,-0.28330616888888893,-0.3750279,-0.22152793,9
BRD-K15567136,papaverine,2,-0.27584183,-0.27584183,-0.28558096,-0.2661027,2
BRD-A75517195,thiazolopyrimidine,19,-0.27583307,-0.27497477789473684,-0.4168623,-0.20155612,19
BRD-K09991945,GSK-3-inhibitor-II,12,-0.27581259999999996,-0.2874736608333333,-0.35364598,-0.23280323,12
BRD-K96670504,lonidamine,7,-0.27579647,-0.27859913714285717,-0.32734144,-0.22325677,7
BRD-K70751730,BRD-K70751730,7,-0.27578822,-0.27053162428571426,-0.34492245,-0.202677,7
BRD-K51485625,ritonavir,5,-0.27577764,-0.2744078,-0.36091855,-0.19332002,5
BRD-K16406336,methylene-blue,12,-0.27574990499999996,-0.27748703916666667,-0.38916445,-0.19708623,12
BRD-A71799696,BH3I-1,5,-0.27574456,-0.28463805400000003,-0.38673168,-0.22114865,5
BRD-K10974103,diloxanide,7,-0.27573502,-0.2789980771428571,-0.34508276,-0.17479396,7
BRD-K52721684,PCO-400,7,-0.27567643,-0.26931022,-0.3493002,-0.183678,7
BRD-A30815329,felodipine,13,-0.27566984,-0.2768415961538462,-0.3669486,-0.18362385,13
BRD-K51918615,iodophenpropit,4,-0.275662215,-0.278085225,-0.32958043,-0.23143604,4
BRD-K93880783,stavudine,6,-0.27564247,-0.29227365,-0.39597052,-0.2214509,6
BRD-A28746609,paclitaxel,7,-0.275626,-0.27861746,-0.3463633,-0.21754026,7
BRD-K47323024,methapyrilene,2,-0.27562284,-0.27562284,-0.3285666,-0.22267908,2
BRD-A02176148,tubaic-acid,5,-0.275617,-0.267290454,-0.31773272,-0.20728123,5
BRD-K45158365,valsartan,7,-0.2755579,-0.27200144285714284,-0.34679776,-0.18628123,7
BRD-K39391626,ethylestrenol,3,-0.27555752,-0.26539091,-0.327192,-0.19342321,3
BRD-K41707108,ceramide,3,-0.27553076,-0.30572938,-0.38404968,-0.2576077,3
BRD-A42759514,ornidazole,12,-0.27550385,-0.2735863433333333,-0.36842778,-0.20089442,12
BRD-A05186015,bupropion,14,-0.2754896,-0.2702839357142857,-0.3334548,-0.21256277,14
BRD-A59303141,quinethazone,5,-0.27546343,-0.255800736,-0.30804998,-0.17821121,5
BRD-A72988804,tiaprofenic-acid,2,-0.27538295,-0.27538295,-0.33444822,-0.21631768,2
BRD-K82746043,navitoclax,7,-0.27530044,-0.2630775928571429,-0.3206198,-0.18041146,7
BRD-K98684188,GSK-0660,2,-0.27529379499999995,-0.27529379499999995,-0.28492194,-0.26566565,2
BRD-K36452089,tert-butylhydroquinone,11,-0.27522692,-0.2898481072727273,-0.3779261,-0.21606241,11
BRD-K25875056,SC-9,8,-0.27522497999999995,-0.27622098875,-0.3412574,-0.22078574,8
BRD-K54462405,doxepin,10,-0.27520992499999997,-0.292967973,-0.36800724,-0.22622123,10
BRD-K60640630,mometasone,4,-0.27517633500000005,-0.2754766125,-0.31950074,-0.23205304,4
BRD-M72442222,vicriviroc,1,-0.2751754,-0.2751754,-0.2751754,-0.2751754,1
BRD-A49160188,donepezil,4,-0.275165135,-0.269559745,-0.31627595,-0.21163276,4
BRD-K97951054,BRD-K97951054,4,-0.27511013500000003,-0.3008994225,-0.40712637,-0.24625105,4
BRD-K63675182,triflupromazine,6,-0.27506851,-0.27280039666666667,-0.2958501,-0.2525599,6
BRD-A45664787,iloprost,5,-0.27506012,-0.274940748,-0.34163997,-0.21866582,5
BRD-A84702196,penicillin,4,-0.275044215,-0.2823827275,-0.34852672,-0.23091576,4
BRD-K53959060,indirubin,10,-0.275037675,-0.28943068800000005,-0.38576585,-0.24634042,10
BRD-K76587808,fraxetin,6,-0.275033985,-0.27525874833333336,-0.39209437,-0.20163032,6
BRD-K58550667,FK-866,9,-0.2750317,-0.26722253777777777,-0.31221515,-0.20941342,9
BRD-K37694030,doxepin,5,-0.2749598,-0.27685380400000004,-0.29787794,-0.25563836,5
BRD-K91485395,BRD-K91485395,6,-0.274942935,-0.2760901883333333,-0.3308981,-0.2220931,6
BRD-A00520476,AF-DX-116,5,-0.2749374,-0.26379812399999997,-0.30056232,-0.20636018,5
BRD-K46424862,hymecromone,6,-0.27492845,-0.283752575,-0.35490167,-0.21812575,6
BRD-K21565985,xylazine,5,-0.27481925,-0.29624861,-0.38975346,-0.23788296,5
BRD-K79905821,gabazine,3,-0.27481276,-0.27628249,-0.28626245,-0.26777226,3
BRD-A24543851,nornicotine,4,-0.27477735999999997,-0.26801933,-0.29917553,-0.22334707,4
BRD-K31542390,mycophenolic-acid,4,-0.274763885,-0.2876869325,-0.344735,-0.25648496,4
BRD-K22828899,TUL-XXI039,5,-0.2746785,-0.275010462,-0.33593473,-0.17638627,5
BRD-K87555556,amiodarone,1,-0.27464512,-0.27464512,-0.27464512,-0.27464512,1
BRD-K82688027,RG-13022,4,-0.274635815,-0.26336071499999997,-0.28492466,-0.21924657,4
BRD-K08589866,linsitinib,6,-0.274518865,-0.28698268,-0.38027585,-0.24181503,6
BRD-K64835161,ML-167,6,-0.27450868500000003,-0.28662712,-0.40622267,-0.21375486,6
BRD-K95237249,probenecid,16,-0.274487735,-0.2791176775,-0.38059938,-0.19539109,16
BRD-A90131694,alclometasone,6,-0.27445115,-0.2705723916666667,-0.3693369,-0.17143705,6
BRD-K03981224,ethisterone,5,-0.2744428,-0.26128208,-0.29606533,-0.18125069,5
BRD-A70731303,avrainvillamide-analog-5,5,-0.27442554,-0.24768960999999998,-0.2847771,-0.19002834,5
BRD-K40892394,AR-C133057XX,10,-0.27442215999999997,-0.287095785,-0.38702843,-0.19336486,10
BRD-K15842202,eudesmic-acid,1,-0.27440006,-0.27440006,-0.27440006,-0.27440006,1
BRD-K61993165,niacin,4,-0.27436676,-0.29787679499999997,-0.44112992,-0.20164374,4
BRD-K61269089,daphnetin,6,-0.27432807000000003,-0.286052615,-0.39403558,-0.21394625,6
BRD-A73929928,BRD-A73929928,3,-0.27432248,-0.2590664133333333,-0.29249668,-0.21038008,3
BRD-K56596464,QX-314,7,-0.27430984,-0.2856344457142857,-0.42285013,-0.22306162,7
BRD-K14807180,SB-221284,3,-0.2742837,-0.2792872966666667,-0.29500306,-0.26857513,3
BRD-K36627727,tamibarotene,2,-0.274280685,-0.274280685,-0.28747994,-0.26108143,2
BRD-K29733039,deforolimus,3,-0.27421516,-0.29257726333333334,-0.3572384,-0.24627823,3
BRD-A70449690,forskolin,4,-0.27416101000000004,-0.269306025,-0.34034258,-0.1885595,4
BRD-K39120595,bithionol,6,-0.27415805,-0.27981378,-0.3949909,-0.18714696,6
BRD-A24643465,homoharringtonine,4,-0.27414246,-0.2742684425,-0.33366314,-0.21512571,4
BRD-U94846492,quinine,7,-0.27412224,-0.2886908442857143,-0.3494835,-0.24374495,7
BRD-A55393291,testosterone,11,-0.2741071,-0.27674247090909093,-0.34899297,-0.18878105,11
BRD-K33572481,taurodeoxycholic-acid,4,-0.27409318,-0.2724393175,-0.28593174,-0.25563917,4
BRD-K62363391,dapsone,4,-0.27406963500000003,-0.2806210425,-0.31725323,-0.25709167,4
BRD-K00337317,NU-7441,10,-0.274015035,-0.278523394,-0.3425582,-0.2089285,10
BRD-K61250553,loperamide,7,-0.27400747,-0.2601422328571429,-0.3317743,-0.18692484,7
BRD-K82357231,desloratadine,7,-0.273993,-0.26582136,-0.32210904,-0.19749713,7
BRD-K28907958,CD-437,9,-0.2739498,-0.2782295,-0.34212756,-0.18868776,9
BRD-A96456596,FPL-55712,5,-0.27390087,-0.27255458800000004,-0.28403717,-0.26289874,5
BRD-K57954781,BRD-K57954781,3,-0.27380717,-0.27186213,-0.3140682,-0.22771102,3
BRD-K67043667,altretamine,10,-0.27370711,-0.285138938,-0.38428485,-0.2259837,10
BRD-A82238138,budesonide,7,-0.2736669,-0.3008428814285714,-0.37824655,-0.24286607,7
BRD-A07765530,epinephrine-(racemic),2,-0.27366289,-0.27366289,-0.296187,-0.25113878,2
BRD-K84421793,BRD-K84421793,4,-0.27362428499999997,-0.28487548749999997,-0.38521674,-0.20703664,4
BRD-K19136521,indirubin-3-monoxime,7,-0.2736166,-0.29121904142857147,-0.4111941,-0.1917682,7
BRD-K04546108,JAK3-inhibitor-VI,3,-0.27361116,-0.28714406333333337,-0.34048402,-0.24733701,3
BRD-K20401833,BRD-K20401833,2,-0.27359626000000004,-0.27359626000000004,-0.34719217,-0.20000035,2
BRD-K63068307,ZSTK-474,8,-0.27356763,-0.26378624625,-0.33581692,-0.20283979,8
BRD-K06221026,DUP-697,12,-0.273522065,-0.27930409083333335,-0.383229,-0.17722997,12
BRD-K43860855,iobenguane,4,-0.27350955,-0.2665161775,-0.290954,-0.22809161,4
BRD-K19360254,ergocornine,6,-0.273509505,-0.28700713333333333,-0.42298132,-0.17805177,6
BRD-K92678294,irilin-a,2,-0.273461325,-0.273461325,-0.30676436,-0.24015829,2
BRD-K53987533,fluphenazine,6,-0.273440705,-0.27129914833333335,-0.319994,-0.18922916,6
BRD-K74430258,"1,2-dichlorobenzene",8,-0.27341965,-0.2784241925,-0.355994,-0.21822996,8
BRD-K56658166,BRD-K56658166,5,-0.27340406,-0.287765042,-0.35264522,-0.22616956,5
BRD-K48692744,NU-1025,22,-0.27337589,-0.27461968863636366,-0.3945545,-0.19987117,22
BRD-K37289225,clozapine,6,-0.2733645,-0.2662226966666667,-0.34310776,-0.20680645,6
BRD-K72895815,SSR-69071,2,-0.27334064,-0.27334064,-0.2857474,-0.26093388,2
BRD-K34154330,tracazolate,6,-0.27333507,-0.28110417833333334,-0.35712463,-0.20612712,6
BRD-A65145453,ATPA,4,-0.273334725,-0.286510825,-0.33662707,-0.26274678,4
BRD-A69815203,cyclosporin-a,12,-0.27332793,-0.28016398000000003,-0.38775176,-0.20154417,12
BRD-A59174698,ritodrine,5,-0.27328956,-0.265281268,-0.30548894,-0.18175288,5
BRD-A30717181,triamcinolone,3,-0.27321926,-0.2581195566666667,-0.287722,-0.21341741,3
BRD-A32836748,leu-enkephalin,8,-0.27318247,-0.26735054125,-0.35673004,-0.18180232,8
BRD-K91601245,mercaptopurine,4,-0.273090155,-0.2871446775,-0.38779858,-0.21459982,4
BRD-K32292990,CGP-53353,5,-0.27308193,-0.27735374999999995,-0.31442034,-0.2305279,5
BRD-K37270826,mifepristone,5,-0.27305517,-0.266174886,-0.32511055,-0.19890542,5
BRD-K96084870,DMBI,3,-0.27304116,-0.2883496366666667,-0.34975582,-0.24225193,3
BRD-K70327191,benzoxiquine,4,-0.27303663,-0.2838655175,-0.37411153,-0.21527728,4
BRD-K54314721,zolmitriptan,12,-0.27301754,-0.2679888558333333,-0.32186913,-0.22528727,12
BRD-K08109516,L-701324,10,-0.27296215,-0.273633265,-0.34327546,-0.20736504,10
BRD-A94709349,metaxalone,4,-0.27295311499999997,-0.29114689,-0.4037162,-0.21496513,4
BRD-K93480852,KN-93,1,-0.27293608,-0.27293608,-0.27293608,-0.27293608,1
BRD-A26384407,chlorthalidone,13,-0.27292317,-0.27939703615384615,-0.43151316,-0.19160408,13
BRD-K72817452,BRD-K72817452,2,-0.27291796,-0.27291796,-0.2794608,-0.26637512,2
BRD-K17110974,aristolochic-acid,6,-0.27291658,-0.28066615833333336,-0.33025485,-0.25608504,6
BRD-K18135438,chenodeoxycholic-acid,5,-0.27291614,-0.264381974,-0.28055787,-0.22064766,5
BRD-K25394294,oxaprozin,10,-0.272907415,-0.26755415400000004,-0.3203967,-0.20729262,10
BRD-K43796186,benzyl-quinazolin-4-yl-amine,5,-0.27288815,-0.28108408799999995,-0.35863096,-0.2094957,5
BRD-K60476892,YC-1,7,-0.27284938,-0.28525484285714287,-0.3285572,-0.23107979,7
BRD-K68997413,PF-3845,4,-0.27283771,-0.282194745,-0.37933493,-0.20376863,4
BRD-A13946108,sulindac,1,-0.2728321,-0.2728321,-0.2728321,-0.2728321,1
BRD-K25650355,physostigmine,9,-0.2728281,-0.2929997211111111,-0.37117767,-0.22955863,9
BRD-A73368467,fexofenadine,8,-0.272801325,-0.28922841875,-0.36857074,-0.23509641,8
BRD-K38323065,phenacetin,7,-0.27277112,-0.2734322757142857,-0.32501662,-0.21156842,7
BRD-K97365803,PI-828,2,-0.27272287500000003,-0.27272287500000003,-0.34984183,-0.19560392,2
BRD-A89208012,BRD-A89208012,4,-0.27268384,-0.2541015975,-0.28204572,-0.18899299,4
BRD-K66353228,zoxazolamine,7,-0.27267003,-0.27998082,-0.38348275,-0.19346538,7
BRD-U68942961,JW-7-24-1,2,-0.272667425,-0.272667425,-0.28330988,-0.26202497,2
BRD-K19687926,lapatinib,11,-0.27265146,-0.2667758209090909,-0.31072995,-0.21295348,11
BRD-A73741725,exemestane,2,-0.27260126500000004,-0.27260126500000004,-0.3021704,-0.24303213,2
BRD-K37447567,hydrocotarnine,2,-0.272510375,-0.272510375,-0.29894722,-0.24607353,2
BRD-A99164655,dihydrexidine,4,-0.27249223,-0.27035878999999996,-0.30899155,-0.22745915,4
BRD-K60762818,desipramine,14,-0.27248916,-0.2677651328571429,-0.34636813,-0.19925389,14
BRD-A39230911,chlorphenesin-carbamate,4,-0.272487955,-0.274864435,-0.32364064,-0.23084119,4
BRD-A09533288,verapamil,19,-0.27248323,-0.2754192589473684,-0.35416514,-0.18910722,19
BRD-K81521265,dicyclohexylurea,3,-0.27247697,-0.27347179666666666,-0.28520802,-0.2627304,3
BRD-A02481876,importazole,15,-0.27244392,-0.275339726,-0.3601936,-0.19010371,15
BRD-K35723520,darinaparsin,5,-0.27241012,-0.29397959,-0.356012,-0.23993099,5
BRD-A35108200,dexamethasone,14,-0.27238377999999996,-0.2681019942857143,-0.37482828,-0.17490132,14
BRD-K06854232,AM-580,10,-0.272379785,-0.272480149,-0.32584003,-0.24499199,10
BRD-A69960130,bromocriptine,2,-0.272365105,-0.272365105,-0.30555415,-0.23917606,2
BRD-K68620903,dydrogesterone,4,-0.27233538,-0.277213685,-0.31742185,-0.24676213,4
BRD-K51350053,toremifene,7,-0.27233,-0.27488475142857144,-0.40302008,-0.16929817,7
BRD-K14609189,BRD-K14609189,3,-0.27224642,-0.28234817,-0.35595953,-0.21883856,3
BRD-A88282067,delcorine,5,-0.27223474,-0.30112078800000003,-0.37989905,-0.26693016,5
BRD-K68783079,BRD-K68783079,1,-0.2722244,-0.2722244,-0.2722244,-0.2722244,1
BRD-K28183345,proguanil,10,-0.27221889499999996,-0.274152024,-0.3825966,-0.18814911,10
BRD-K91781484,BRD-K91781484,2,-0.27221389500000004,-0.27221389500000004,-0.3135897,-0.23083809,2
BRD-A09349126,norethindrone,3,-0.27221078,-0.2848639866666667,-0.32883888,-0.2535423,3
BRD-K76805682,SB-415286,4,-0.272209335,-0.2735903425,-0.30426237,-0.24568033,4
BRD-K27184429,levocetirizine,4,-0.27220696499999997,-0.2806280725,-0.35607266,-0.2220257,4
BRD-K61314889,endo-IWR-1,24,-0.27218633999999997,-0.2712103083333333,-0.37967947,-0.19979471,24
BRD-K37206356,rhamnetin,1,-0.27217746,-0.27217746,-0.27217746,-0.27217746,1
BRD-K95435023,PHA-665752,5,-0.27216485,-0.288970344,-0.35933053,-0.23632333,5
BRD-K75958195,pizotifen,8,-0.272110515,-0.27379161750000003,-0.3355466,-0.21719205,8
BRD-K14236372,BRD-K14236372,3,-0.2720973,-0.2822737066666667,-0.3216861,-0.25303772,3
BRD-A95096829,PNU-96415E,1,-0.27205825,-0.27205825,-0.27205825,-0.27205825,1
BRD-K40965114,cyanopindolol,4,-0.27199538,-0.277246355,-0.3187094,-0.24628526,4
BRD-A76093993,cromakalim,5,-0.27199453,-0.255062362,-0.28982657,-0.21548258,5
BRD-K93367411,BRD-K93367411,11,-0.27197832,-0.2689419290909091,-0.33599705,-0.21201335,11
BRD-U08759356,EI-346-erlotinib-analog,3,-0.27197438,-0.27506795333333334,-0.2951518,-0.25807768,3
BRD-A07780951,orciprenaline,5,-0.27197036,-0.259112452,-0.29407215,-0.22001019,5
BRD-K36616567,doxepin,5,-0.2719433,-0.26126807799999996,-0.28688514,-0.2209183,5
BRD-K64785675,TG-100115,7,-0.27193767,-0.27376552000000004,-0.37265608,-0.19945878,7
BRD-K26947839,BRD-K26947839,5,-0.27193224,-0.282558918,-0.3241939,-0.2396875,5
BRD-K35498378,alrestatin,8,-0.271915085,-0.28893464125,-0.4045705,-0.22222331,8
BRD-A74500471,ethambutol,3,-0.2718678,-0.28885009,-0.32912487,-0.2655576,3
BRD-K11630072,carmofur,3,-0.27185017,-0.2658053733333333,-0.29103586,-0.23453009,3
BRD-K08556791,ethoprop,2,-0.27184751500000004,-0.27184751500000004,-0.27665198,-0.26704305,2
BRD-A20239487,atenolol-(+/-),5,-0.27183402,-0.260136014,-0.3074345,-0.16995147,5
BRD-K88358234,xaliproden,4,-0.271815075,-0.2818222475,-0.33935338,-0.24430546,4
BRD-K12516989,zaprinast,6,-0.27174774999999995,-0.26590368666666664,-0.3127001,-0.20445246,6
BRD-K44094599,tacrolimus,6,-0.27174493499999997,-0.291272245,-0.3671646,-0.23615822,6
BRD-A16332958,modafinil,7,-0.27166915,-0.28858236,-0.38010594,-0.21767,7
BRD-K43149758,myricetin,5,-0.271632,-0.304527554,-0.3682022,-0.2533778,5
BRD-A04308630,genipin,3,-0.2715897,-0.2733703966666667,-0.28462157,-0.26389992,3
BRD-A71009679,KU-C103420N,7,-0.27158946,-0.2793778842857143,-0.3879293,-0.21572366,7
BRD-K66874953,pifithrin-alpha,6,-0.27156853000000003,-0.2705599616666667,-0.32961568,-0.21899836,6
BRD-A62809825,thapsigargin,2,-0.271538775,-0.271538775,-0.27341887,-0.26965868,2
BRD-A67799922,phenoxybenzamine,11,-0.27150893,-0.2659327545454545,-0.35886964,-0.17754124,11
BRD-K69032158,diprotin-a,3,-0.271501,-0.2596821166666667,-0.27490795,-0.2326374,3
BRD-K81418486,vorinostat,62,-0.271449,-0.2745789280645161,-0.386278,-0.18200916,62
BRD-A20126139,medrysone,5,-0.27136335,-0.269491952,-0.29148084,-0.23999073,5
BRD-K60230970,MG-132,5,-0.2713332,-0.271037472,-0.33521113,-0.20771474,5
BRD-A72483914,spiroxatrine,3,-0.2713105,-0.27356584666666667,-0.28062242,-0.26876462,3
BRD-K42260897,ezetimibe,5,-0.27116367,-0.281563332,-0.3426599,-0.23620698,5
BRD-A14985772,L-ascorbyl-6-palmitate,10,-0.271156785,-0.288878956,-0.36349678,-0.24719356,10
BRD-M40783228,mesna,4,-0.27114539000000004,-0.26362338750000003,-0.32482415,-0.18737862,4
BRD-A82371568,clofarabine,4,-0.271087035,-0.26278168749999997,-0.2945149,-0.21443778,4
BRD-K98548675,parthenolide,2,-0.271070005,-0.271070005,-0.28850597,-0.25363404,2
BRD-K15108141,gemcitabine,13,-0.2710538,-0.26602045076923075,-0.37086788,-0.17463946,13
BRD-K97061094,azacyclonol,7,-0.27102473,-0.28257832857142856,-0.34133005,-0.23445521,7
BRD-K30240666,clemastine,6,-0.271008405,-0.26230561166666666,-0.29857242,-0.18425784,6
BRD-K95899059,LY-344864,4,-0.270955225,-0.2778037575,-0.34469354,-0.22461104,4
BRD-K84566043,fenpiverinium,4,-0.27093717500000003,-0.28064221,-0.35835248,-0.22234201,4
BRD-K22947005,dexbrompheniramine,4,-0.270917295,-0.2698739525,-0.29915446,-0.23850676,4
BRD-K16444452,ibudilast,9,-0.2708892,-0.26665069444444445,-0.33921927,-0.20755857,9
BRD-K84937637,sirolimus,7,-0.27084678,-0.2934982714285714,-0.38233656,-0.23077996,7
BRD-K47105409,AG-490,4,-0.27084086500000004,-0.2726881825,-0.31874198,-0.23032902,4
BRD-A35623999,CGP-37157,5,-0.27083942,-0.279957818,-0.34824875,-0.22695935,5
BRD-A22143024,estropipate,5,-0.2708041,-0.30023157,-0.39297658,-0.24905375,5
BRD-K09485525,GANT-61,5,-0.2707798,-0.26706988000000004,-0.28524303,-0.24188781,5
BRD-K09790412,H-9,2,-0.270766525,-0.270766525,-0.33580762,-0.20572543,2
BRD-K63913457,eicosatrienoic-acid,3,-0.2707257,-0.26605234666666666,-0.3074225,-0.22000884,3
BRD-K95655893,MAZ-51,5,-0.2706863,-0.267374836,-0.30616617,-0.20853493,5
BRD-K09186807,KIN001-244,8,-0.27066067000000005,-0.2744364425,-0.34435368,-0.23606114,8
BRD-K08132273,tyrphostin,5,-0.27064776,-0.27106250200000004,-0.31449747,-0.20804238,5
BRD-A17535965,gelsemine,1,-0.27064228,-0.27064228,-0.27064228,-0.27064228,1
BRD-A90311807,cilastatin,7,-0.27063128,-0.2744665857142857,-0.33214614,-0.21732815,7
BRD-K70693222,BRD-K70693222,12,-0.2706199,-0.284298605,-0.3864494,-0.21653591,12
BRD-K96799727,pifithrin-mu,13,-0.27060807,-0.2688996507692308,-0.31174266,-0.19185384,13
BRD-K12184916,NVP-BEZ235,4,-0.27059266000000004,-0.27006591,-0.3054395,-0.23363882,4
BRD-A53077924,tianeptine,2,-0.270567565,-0.270567565,-0.2834149,-0.25772023,2
BRD-A06352508,SB-218078,7,-0.27055973,-0.28504846857142857,-0.39764,-0.21330377,7
BRD-K49577446,flunisolide,9,-0.27053672,-0.28747565444444445,-0.3795973,-0.2108452,9
BRD-K67506692,tyrphostin-AG-126,2,-0.270504715,-0.270504715,-0.315076,-0.22593343,2
BRD-K90789829,nefazodone,8,-0.270499455,-0.2704000075,-0.35365534,-0.19527484,8
BRD-K20338176,cefaclor,4,-0.270406825,-0.26954542,-0.29952532,-0.23784271,4
BRD-K19894101,MST-312,6,-0.27040459,-0.2766718816666667,-0.32818335,-0.24395587,6
BRD-A55756846,H-7,5,-0.27039987,-0.255841598,-0.27316356,-0.2226053,5
BRD-K15868788,SDZ-205-557,5,-0.27037424,-0.28896505,-0.38182768,-0.24214219,5
BRD-K12357156,AG-490,3,-0.27036646,-0.27689096333333335,-0.30443013,-0.2558763,3
BRD-A22684332,procaterol,3,-0.2703561,-0.2606786033333333,-0.28652415,-0.22515556,3
BRD-K65417056,meprylcaine,6,-0.27034935,-0.26070292333333334,-0.32188082,-0.1995754,6
BRD-K04710043,hexamethylenebisacetamide,5,-0.27033454,-0.293187418,-0.387114,-0.21836032,5
BRD-K29313308,HDAC3-selective,29,-0.27027807,-0.27098097379310343,-0.40660936,-0.18239959,29
BRD-A70514680,articaine,5,-0.27024102,-0.271909446,-0.3111604,-0.22428055,5
BRD-K11717138,benzbromarone,7,-0.27023286,-0.2954869714285714,-0.37292147,-0.24690336,7
BRD-K55191674,benzylpenicillin,3,-0.2702249,-0.2727742166666666,-0.30988646,-0.23821129,3
BRD-A37837077,cyclazosin,3,-0.27016604,-0.28698393333333333,-0.3660125,-0.22477326,3
BRD-K14643723,4-(2-amino-ethyl)-benzenesulfonamide,4,-0.27015774,-0.265872815,-0.2954235,-0.22775228,4
BRD-K60770992,pergolide,12,-0.27009934999999996,-0.2860538425,-0.3868444,-0.20925403,12
BRD-A33168282,sotalol,11,-0.27005905,-0.2707707754545454,-0.3870195,-0.18377368,11
BRD-K37848908,ceforanide,6,-0.27001605,-0.27711370500000004,-0.37744755,-0.22031815,6
BRD-K83636919,entacapone,6,-0.269956425,-0.265988835,-0.29915538,-0.21635082,6
BRD-K92778217,mefenamic-acid,10,-0.269948035,-0.279513366,-0.35097262,-0.22619629,10
BRD-K39187410,BRD-K39187410,7,-0.26993445,-0.29330353428571426,-0.40805948,-0.20517123,7
BRD-A63667919,methylergometrine,2,-0.26990331,-0.26990331,-0.2995925,-0.24021412,2
BRD-A40639672,ketorolac,11,-0.26987755,-0.2724911736363636,-0.35739052,-0.17974122,11
BRD-K26134695,calpeptin,4,-0.26987716,-0.2590015775,-0.30168936,-0.19456263,4
BRD-A49046702,SKF-89976A,5,-0.26985565,-0.26957707000000003,-0.30804878,-0.2425591,5
BRD-A24228527,ofloxacin,7,-0.26983678,-0.28428495000000004,-0.34163988,-0.23555133,7
BRD-K37516142,idebenone,7,-0.26982594,-0.26281509428571426,-0.32265142,-0.21687233,7
BRD-K01265221,BRD-K01265221,4,-0.26981386,-0.25555831500000004,-0.28752264,-0.1950829,4
BRD-A73581086,ergometrine,6,-0.26980078500000004,-0.27066830999999997,-0.36316106,-0.18767071,6
BRD-A92651262,nalbuphine,5,-0.26979086,-0.271082908,-0.30467826,-0.24021077,5
BRD-K15933101,ropinirole,7,-0.2697759,-0.28337718,-0.41685823,-0.2053996,7
BRD-K66792149,quinoclamine,5,-0.26972142,-0.265349008,-0.31363377,-0.2022827,5
BRD-K62206109,VUF-5681,6,-0.26968314000000004,-0.2855998183333333,-0.37878633,-0.24140328,6
BRD-K68264559,brimonidine,8,-0.26966456,-0.26181160625,-0.31073722,-0.2123548,8
BRD-K90553655,testosterone,2,-0.269562015,-0.269562015,-0.33565116,-0.20347287,2
BRD-K26657438,imiquimod,6,-0.269557355,-0.2793682733333333,-0.4059965,-0.1970428,6
BRD-K83144676,olmesartan,1,-0.269501,-0.269501,-0.269501,-0.269501,1
BRD-K36009368,NNC-63-0532,3,-0.2694847,-0.2668444466666667,-0.3360849,-0.19496374,3
BRD-A05874290,DL-TBOA,9,-0.2694729,-0.27854135999999996,-0.36219424,-0.20269725,9
BRD-A71816415,pravastatin,3,-0.26946518,-0.26756426666666666,-0.27606237,-0.25716525,3
BRD-A29731977,17-hydroxyprogesterone-caproate,6,-0.26944733,-0.2822364233333334,-0.37763518,-0.22079647,6
BRD-K36862742,hydroflumethiazide,4,-0.2694221,-0.27087262,-0.34881252,-0.19583376,4
BRD-K76568384,PHTPP,8,-0.269385445,-0.269560195,-0.323386,-0.20692015,8
BRD-K05658747,raltegravir,6,-0.269360565,-0.2838908433333333,-0.37109947,-0.2095612,6
