query,signature_id,pert_id,pert_iname,pert_type,cell_id,pert_idose,pert_itime,is_touchstone,is_exemplar,connectivity
ATLAS_SIG_B_TOP100,CPC011_A549_6H:BRD-K88679075-001-04-3:10,BRD-K88679075,methandriol,trt_cp,A549,10 �M,6 h,1,1,0.0
ATLAS_SIG_B_TOP100,LJP001_MCF7_24H:BRD-A45498368-001-03-0:0.08,BRD-A45498368,WYE-125132,trt_cp,MCF7,100 nM,24 h,1,0,0.0
ATLAS_SIG_B_TOP100,LJP001_MCF7_24H:BRD-A45498368-001-03-0:10,BRD-A45498368,WYE-125132,trt_cp,MCF7,10 �M,24 h,1,0,0.0
ATLAS_SIG_B_TOP100,LJP001_MCF7_24H:BRD-K59369769-001-11-2:0.08,BRD-K59369769,tozasertib,trt_cp,MCF7,100 nM,24 h,1,0,0.0
ATLAS_SIG_B_TOP100,LJP001_MCF7_24H:BRD-K59369769-001-11-2:2,BRD-K59369769,tozasertib,trt_cp,MCF7,1 �M,24 h,1,0,0.0
ATLAS_SIG_B_TOP100,LJP001_MCF7_24H:BRD-K59369769-001-11-2:10,BRD-K59369769,tozasertib,trt_cp,MCF7,10 �M,24 h,1,0,0.0
ATLAS_SIG_B_TOP100,CPC011_A549_6H:BRD-K67080878-001-11-3:10,BRD-K67080878,milrinone,trt_cp,A549,10 �M,6 h,1,1,0.0
ATLAS_SIG_B_TOP100,CPC018_MCF7_24H:BRD-K30197592-001-01-5:10,BRD-K30197592,5-methoxytryptamine,trt_cp,MCF7,10 �M,24 h,1,0,0.0
ATLAS_SIG_B_TOP100,CPC018_MCF7_24H:BRD-K32412559-001-01-7:10,BRD-K32412559,morphothebaine,trt_cp,MCF7,10 �M,24 h,1,0,0.0
ATLAS_SIG_B_TOP100,CPC018_MCF7_24H:BRD-K32292990-001-01-0:10,BRD-K32292990,CGP-53353,trt_cp,MCF7,10 �M,24 h,1,0,0.0
ATLAS_SIG_B_TOP100,CPC018_MCF7_24H:BRD-K31843556-001-01-7:10,BRD-K31843556,T-0070907,trt_cp,MCF7,10 �M,24 h,1,0,0.0
ATLAS_SIG_B_TOP100,CPC018_MCF7_24H:BRD-K31699485-001-01-9:10,BRD-K31699485,DMeOB,trt_cp,MCF7,10 �M,24 h,1,0,0.0
ATLAS_SIG_B_TOP100,CPC018_MCF7_24H:BRD-K31542390-001-01-5:10,BRD-K31542390,mycophenolic-acid,trt_cp,MCF7,10 �M,24 h,1,0,0.0
ATLAS_SIG_B_TOP100,CPC018_MCF7_24H:BRD-K31491153-001-01-2:10,BRD-K31491153,1-phenylbiguanide,trt_cp,MCF7,10 �M,24 h,1,0,0.0
ATLAS_SIG_B_TOP100,CPC018_MCF7_24H:BRD-K33864865-001-01-7:10,BRD-K33864865,LY-225910,trt_cp,MCF7,10 �M,24 h,1,0,0.0
ATLAS_SIG_B_TOP100,CPC011_A549_6H:BRD-K50938287-036-09-6:10,BRD-K50938287,sumatriptan,trt_cp,A549,10 �M,6 h,1,1,0.0
ATLAS_SIG_B_TOP100,CPC019_HT29_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,HT29,10 �M,6 h,1,0,0.0
ATLAS_SIG_B_TOP100,CPC017_HT29_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,HT29,10 �M,6 h,1,0,0.0
ATLAS_SIG_B_TOP100,CPC017_MCF7_24H:BRD-K31268420-001-01-1:10,BRD-K31268420,NSC-693868,trt_cp,MCF7,10 �M,24 h,1,0,0.0
ATLAS_SIG_B_TOP100,CPC017_MCF7_24H:BRD-K28075147-001-02-5:10,BRD-K28075147,biochanin-a,trt_cp,MCF7,10 �M,24 h,1,0,0.0
ATLAS_SIG_B_TOP100,CPC017_MCF7_24H:BRD-K30189597-001-01-7:10,BRD-K30189597,SYK-inhibitor,trt_cp,MCF7,10 �M,24 h,1,0,0.0
