rank,pert_id,pert_iname,n_signatures,median_connectivity,mean_connectivity,best_connectivity,weakest_connectivity,sd_connectivity,n_cells,cell_lines,doses,times,n_negative_signatures
1607,BRD-K70511574,HMN-214,9,-0.26900333,-0.26860826,-0.3387022,-0.20008612,0.040669792925633726,6,A549;HA1E;HT29;MCF7;PC3;VCAP,1 �M;10 �M;500 nM,24 h;6 h,9
1608,BRD-A79226577,tropisetron,6,-0.268962855,-0.2714815666666667,-0.35416737,-0.20766675,0.05519000576026375,4,HA1E;HT29;MCF7;PC3,10 �M,24 h;6 h,6
1609,BRD-A94793051,gestrinone,6,-0.268945415,-0.28187785666666665,-0.39146465,-0.2012161,0.06701212233462205,6,A375;A549;HA1E;HCC515;HT29;VCAP,10 �M,6 h,6
1610,BRD-A71390734,idarubicin,8,-0.268903275,-0.2779296975,-0.38514045,-0.18299332,0.06440202642735084,4,A375;A549;HA1E;MCF7,1 nM;10 nM;100 nM;500 nM,24 h;6 h,8
1611,BRD-K55395145,pemetrexed,11,-0.2688263,-0.26795068,-0.34155768,-0.18628839,0.04344673019533989,8,A375;A549;HA1E;HEPG2;HT29;MCF7;PC3;VCAP,90 �M,24 h;6 h,11
1612,BRD-K79145749,dibenzepin,4,-0.268825275,-0.25753702,-0.30214715,-0.19035038,0.053289775274273754,3,A549;PC3;VCAP,10 �M,24 h;6 h,4
1613,BRD-K21350491,phenamil,4,-0.268777,-0.2655744075,-0.3072698,-0.21747383,0.036957378034648984,4,A549;HA1E;PC3;VCAP,10 �M,24 h;6 h,4
1614,BRD-K02965346,SU-11274,5,-0.26876184,-0.272826006,-0.3200031,-0.21399829,0.04526037303810398,4,A375;A549;HA1E;MCF7,10 �M,24 h;6 h,5
1615,BRD-A13122391,triptolide,2,-0.268756315,-0.268756315,-0.27907857,-0.25843406,0.014597873015273495,1,A549,1 nM;10 nM,24 h;6 h,2
1616,BRD-K71430621,clobenpropit,10,-0.268713965,-0.273855001,-0.3578034,-0.18883568,0.052504128457535236,7,HA1E;HCC515;HEPG2;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,10
1617,BRD-K38477985,malonoben,4,-0.26871172,-0.27894734250000003,-0.40473247,-0.17363346,0.09619113830075525,4,HA1E;HT29;PC3;VCAP,10 �M,6 h,4
1618,BRD-K91938660,memantine,4,-0.268677845,-0.269107005,-0.29612857,-0.24294376,0.02183504867973275,4,A549;HT29;MCF7;PC3,10 �M,24 h;6 h,4
1619,BRD-K73319509,PF-04217903,11,-0.26867047,-0.2744096018181818,-0.3840744,-0.16420782,0.06473240704933979,5,A375;A549;HA1E;MCF7;PC3,10 nM;10 �M;100 nM;40 �M;500 nM,24 h;6 h,11
1620,BRD-A56012032,thiorphan,3,-0.268668,-0.26884287333333334,-0.32482618,-0.21303444,0.05589607516247392,3,A549;MCF7;PC3,10 �M,24 h;6 h,3
1621,BRD-K55301415,abiraterone,5,-0.26858693,-0.258283898,-0.3621023,-0.1914833,0.0704428313357876,4,A375;HCC515;HT29;VCAP,10 �M,24 h;6 h,5
1622,BRD-K81839095,estrone,17,-0.26858038,-0.2766774517647059,-0.3721574,-0.22058105,0.04935971759185534,9,A375;A549;HA1E;HCC515;HEPG2;HT29;MCF7;PC3;VCAP,0.04 �M;0.12 �M;0.37 �M;1.11 �M;10 �M;3.33 �M,24 h;6 h,17
1623,BRD-K47278471,diphenhydramine,5,-0.26856348,-0.284375794,-0.34076542,-0.26387048,0.032244601922451724,4,A549;HA1E;MCF7;VCAP,10 �M,24 h;6 h,5
1624,BRD-A67479912,progesterone,4,-0.268531205,-0.27383662,-0.33429652,-0.22398755,0.04950529476143399,4,A375;HA1E;HT29;VCAP,10 �M,24 h;6 h,4
1625,BRD-K80431395,triciribine,13,-0.2685016,-0.2708517546153846,-0.35405964,-0.20078465,0.04545813379179362,8,A375;A549;HA1E;HEPG2;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,13
1626,BRD-K48029790,OBAA,2,-0.268467235,-0.268467235,-0.27987355,-0.25706092,0.01613096536969967,2,A549;MCF7,10 �M,24 h,2
1627,BRD-K31491153,1-phenylbiguanide,1,-0.26845336,-0.26845336,-0.26845336,-0.26845336,0.0,1,HT29,10 �M,6 h,1
1628,BRD-M62162320,rilmenidine,4,-0.268442065,-0.26620560249999997,-0.3164001,-0.21153818,0.04420762572094429,3,A549;HA1E;HCC515,10 �M,24 h;6 h,4
1629,BRD-K39733634,L-161982,3,-0.26843765,-0.2754037166666667,-0.30614436,-0.25162914,0.02791723242936941,3,A549;HA1E;MCF7,10 �M,6 h,3
1630,BRD-K71879491,tretinoin,25,-0.26843587,-0.27940590719999997,-0.38818645,-0.18952651,0.049585027586419965,6,A549;HA1E;HEPG2;MCF7;PC3;VCAP,1 �M;10 nM;10 �M;100 nM;3 �M;500 nM,24 h;6 h,25
1631,BRD-K22878149,SB-205607,1,-0.26840997,-0.26840997,-0.26840997,-0.26840997,0.0,1,PC3,10 �M,24 h,1
1632,BRD-A87125127,3-matida,2,-0.26838873,-0.26838873,-0.29893395,-0.23784351,0.04319746438966992,2,HT29;MCF7,10 �M,6 h,2
1633,BRD-K66615216,moxifloxacin,6,-0.26836815,-0.25891964666666667,-0.28796384,-0.22019747,0.029775381101770422,6,A375;A549;HA1E;HT29;MCF7;VCAP,10 �M,24 h;6 h,6
1634,BRD-K90259198,W-7,3,-0.26832795,-0.2726428,-0.29643667,-0.25316378,0.02195675750492092,3,A549;MCF7;PC3,10 �M,24 h;6 h,3
1635,BRD-A92161634,scopoline,4,-0.268327565,-0.27950429,-0.35024726,-0.23111477,0.054426060905626863,3,HA1E;HT29;VCAP,10 �M,24 h;6 h,4
1636,BRD-K65786282,CGP-7930,6,-0.26826931499999995,-0.26835730333333335,-0.324262,-0.21107382,0.03959602215003453,5,A375;A549;HA1E;HEPG2;HT29,10 �M,24 h;6 h,6
1637,BRD-A19736161,ondansetron,12,-0.268261565,-0.28356562,-0.40889052,-0.23223883,0.048948981228102845,5,A375;A549;HT29;MCF7;PC3,10 �M,24 h;6 h,12
1638,BRD-K73397362,purmorphamine,5,-0.26825717,-0.27214031,-0.34649423,-0.19027655,0.06276084298993602,5,A549;HEPG2;MCF7;PC3;VCAP,10 �M;40 �M,24 h;6 h,5
1639,BRD-K63915849,AS-604850,6,-0.268216805,-0.27323956,-0.32605776,-0.24194013,0.03165866935922922,5,A375;A549;HEPG2;MCF7;PC3,10 �M,24 h;6 h,6
1640,BRD-A65449987,flunisolide,5,-0.2682114,-0.286937388,-0.36164978,-0.23802623,0.05107110572554767,5,A375;HA1E;HT29;MCF7;PC3,10 �M,24 h;6 h,5
1641,BRD-K51476772,ST-638,4,-0.26818304,-0.28756682,-0.39640212,-0.21749908,0.08363183572654295,4,A375;MCF7;PC3;VCAP,10 �M,24 h;6 h,4
1642,BRD-K79684402,Ro-10-5824,4,-0.268149075,-0.2791242075,-0.36011243,-0.22008625,0.059063961749509224,4,A375;A549;HCC515;MCF7,10 �M,24 h;6 h,4
1643,BRD-A59808129,guggulsterone,7,-0.2681343,-0.2853087542857143,-0.37985176,-0.24291286,0.04838222805339092,6,A375;HA1E;HEPG2;HT29;PC3;VCAP,10 �M,24 h;6 h,7
1644,BRD-A26334849,propafenone,8,-0.268108295,-0.26806194125,-0.29729176,-0.2239528,0.026630931964999126,6,A549;HA1E;HCC515;HT29;PC3;VCAP,10 �M,24 h;6 h,8
1645,BRD-K13261168,quinelorane,2,-0.26810352,-0.26810352,-0.2803921,-0.25581494,0.01737867649830676,2,MCF7;PC3,10 �M,24 h,2
1646,BRD-A43940795,tetrahydropalmatine,3,-0.2680955,-0.2645161266666667,-0.28860763,-0.23684525,0.026066164484070807,3,HA1E;HEPG2;MCF7,10 �M,6 h,3
1647,BRD-K14200658,syrosingopine,4,-0.2680851,-0.2720529275,-0.3277449,-0.22429661,0.05232454263715096,4,HA1E;HCC515;PC3;VCAP,10 �M,24 h;6 h,4
1648,BRD-K46678324,RHO-kinase-inhibitor-II,3,-0.26804224,-0.2705963866666667,-0.27805036,-0.26569656,0.006561009259720098,3,A549;HT29;VCAP,10 �M,24 h;6 h,3
1649,BRD-A09161221,nomilin,2,-0.26803120999999996,-0.26803120999999996,-0.32256132,-0.2135011,0.0771172211196967,2,HA1E;VCAP,10 �M,24 h,2
1650,BRD-K52313696,tacedinaline,13,-0.26802948,-0.2919141030769231,-0.37018314,-0.23155704,0.047319659173885364,5,A375;HA1E;HCC515;MCF7;PC3,0.12 �M;0.37 �M;1 �M;1.11 �M;100 nM;3 �M;3.33 �M;500 nM,24 h;6 h,13
1651,BRD-K07996107,harpagoside,9,-0.26801395,-0.27245262555555555,-0.34073633,-0.18614487,0.04973713735451057,8,A375;A549;HA1E;HEPG2;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,9
1652,BRD-A35588707,teniposide,27,-0.26799455,-0.2712595751851852,-0.3580167,-0.19895513,0.04496822875668037,8,A375;A549;HA1E;HCC515;HEPG2;HT29;MCF7;PC3,1 nM;1 �M;10 nM;10 �M;100 nM;3 �M;500 nM,24 h;6 h,27
1653,BRD-K30351863,BRD-K30351863,2,-0.267965035,-0.267965035,-0.3129195,-0.22301057,0.06357521409222665,2,HEPG2;HT29,10 �M,6 h,2
1654,BRD-K19507340,megestrol,10,-0.267886925,-0.274956399,-0.35207528,-0.22923781,0.04317978537306457,7,A549;HA1E;HCC515;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,10
1655,BRD-K10852020,tolcapone,4,-0.26788091999999997,-0.26510192,-0.31536973,-0.20927611,0.055395245748304074,4,A375;HA1E;MCF7;VCAP,10 �M,6 h,4
1656,BRD-K17674993,diflorasone,1,-0.26787955,-0.26787955,-0.26787955,-0.26787955,0.0,1,A549,10 �M,24 h,1
1657,BRD-K54210043,NS-1619,10,-0.26786296,-0.29047224,-0.41839588,-0.2360823,0.05550821296491819,7,A549;HA1E;HCC515;HEPG2;MCF7;PC3;VCAP,10 �M,24 h;6 h,10
1658,BRD-A68723818,brompheniramine,4,-0.26785472499999996,-0.2673150975,-0.27691564,-0.2566353,0.00830283136226986,4,A375;HEPG2;MCF7;PC3,10 �M,6 h,4
1659,BRD-K22031190,diflunisal,5,-0.26784593,-0.266249016,-0.30871353,-0.20614673,0.03794551492241712,4,A375;A549;HA1E;HT29,10 �M,6 h,5
1660,BRD-K01436366,XMD-1150,7,-0.2678151,-0.2758248485714286,-0.3104662,-0.2493927,0.022031558453397763,3,A549;HEPG2;MCF7,1 �M;10 �M;100 nM;500 nM,24 h;6 h,7
1661,BRD-K54094468,remoxipride,5,-0.2677875,-0.27905037,-0.33984923,-0.23646608,0.038337770759414275,3,A375;MCF7;PC3,10 �M,24 h;6 h,5
1662,BRD-K08547377,irinotecan,13,-0.2677766,-0.2724936923076923,-0.35137814,-0.24244775,0.029640977073480883,7,A375;A549;HA1E;HCC515;HT29;PC3;VCAP,10 �M,24 h;6 h,13
1663,BRD-K64157027,ZD-2079,6,-0.26775088,-0.27927615666666666,-0.35869175,-0.21536681,0.05573069233075851,4,A549;HCC515;HT29;MCF7,10 �M,24 h;6 h,6
1664,BRD-K38436528,imipramine,15,-0.26772624,-0.27523613199999997,-0.3643272,-0.18671744,0.05519583608667187,7,A375;A549;HA1E;HCC515;MCF7;PC3;VCAP,10 �M;100 nM;500 nM,24 h;6 h,15
1665,BRD-K63533170,AM-630,3,-0.26760763,-0.27392716333333333,-0.29448134,-0.25969252,0.01823507267359892,3,HA1E;PC3;VCAP,10 �M,24 h;6 h,3
1666,BRD-K43405658,tyrphostin-AG-527,3,-0.26760197,-0.2718859333333334,-0.28944457,-0.25861126,0.0158567811289061,2,HCC515;VCAP,10 �M,24 h;6 h,3
1667,BRD-A21723284,naltriben,4,-0.26759028500000004,-0.26462435,-0.3024773,-0.22083953,0.037649959398454426,3,HA1E;HT29;MCF7,10 �M,24 h;6 h,4
1668,BRD-A09539288,homatropine,1,-0.2675583,-0.2675583,-0.2675583,-0.2675583,0.0,1,HT29,10 �M,6 h,1
1669,BRD-K19284129,salvinorin-a,1,-0.26755673,-0.26755673,-0.26755673,-0.26755673,0.0,1,MCF7,10 �M,24 h,1
1670,BRD-A48257147,PHCCC,3,-0.26754797,-0.27310605,-0.28824925,-0.26352093,0.013268068528252365,3,HA1E;HT29;VCAP,10 �M,24 h;6 h,3
1671,BRD-A57382968,piroxicam,8,-0.26754069,-0.271907135,-0.364824,-0.17733029,0.07471868010434969,6,HA1E;HCC515;HEPG2;MCF7;PC3;VCAP,10 �M,24 h;6 h,8
1672,BRD-K68437527,EMF-BCA1-60,7,-0.2675099,-0.2697058157142857,-0.30523005,-0.2176669,0.03292981786350017,6,A375;A549;HEPG2;HT29;MCF7;PC3,10 �M,24 h;6 h,7
1673,BRD-K93325701,damnacanthal,4,-0.26750688,-0.26356767000000003,-0.29151356,-0.22774336,0.03020549728539603,4,HA1E;HCC515;PC3;VCAP,10 �M,24 h;6 h,4
1674,BRD-K32610195,androstenedione,4,-0.26750673,-0.25627650750000003,-0.28003424,-0.21005833,0.03174345056481246,3,A549;PC3;VCAP,10 �M,24 h;6 h,4
1675,BRD-A49358627,ciprofibrate,4,-0.26745892000000004,-0.2641775525,-0.2808729,-0.24091947,0.019044349590438256,4,A375;HA1E;HEPG2;VCAP,10 �M,24 h;6 h,4
1676,BRD-K59522102,piperine,7,-0.26743284,-0.2890074357142857,-0.37138987,-0.20810622,0.05491148043226839,5,A375;A549;HEPG2;HT29;MCF7,10 �M,24 h;6 h,7
1677,BRD-K66788707,fludarabine,7,-0.2673714,-0.3032010114285714,-0.46784842,-0.25029084,0.07785196678849811,4,A549;HA1E;HT29;MCF7,10 �M,24 h;6 h,7
1678,BRD-A78322124,dobutamine,8,-0.26736364999999995,-0.266430565,-0.31920344,-0.2151908,0.03376084870806716,7,A549;HA1E;HCC515;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,8
1679,BRD-A26711594,nicardipine,9,-0.2673471,-0.28076129555555557,-0.36639047,-0.22161838,0.050330961551462536,6,A549;HA1E;HCC515;HT29;MCF7;VCAP,10 �M,24 h;6 h,9
1680,BRD-K28470988,L-690330,4,-0.26732351,-0.26264730999999997,-0.2743484,-0.24159382,0.015214726450212622,4,A375;HCC515;HEPG2;MCF7,10 �M,24 h;6 h,4
1681,BRD-K46056750,AZD-7762,7,-0.26731417,-0.28284291142857143,-0.41833818,-0.1741122,0.07710719066741321,5,A375;HA1E;HCC515;MCF7;VCAP,1 �M;10 �M;100 nM;500 nM,6 h,7
1682,BRD-K51095933,estropipate,7,-0.26730716,-0.2703809057142857,-0.3377337,-0.21618491,0.04323195965580242,5,A549;HA1E;HCC515;MCF7;VCAP,10 �M,24 h;6 h,7
1683,BRD-K36740062,GSK-1070916,7,-0.26730323,-0.28585883285714286,-0.40066063,-0.19859013,0.0645384291664175,5,HA1E;HT29;MCF7;PC3;VCAP,10 �M;100 nM,24 h;6 h,7
1684,BRD-A22769835,homochlorcyclizine,8,-0.267285765,-0.26395541125,-0.35631782,-0.19303393,0.06252053937690069,7,A375;A549;HA1E;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,8
1685,BRD-K35960502,niclosamide,12,-0.26727854,-0.267410975,-0.3405193,-0.20334494,0.04266965579017194,5,A375;A549;HT29;MCF7;PC3,1 �M;10 nM;10 �M;100 nM;3 �M,24 h;6 h,12
1686,BRD-A28856712,tetrahydrozoline,6,-0.2672382,-0.2711725133333333,-0.3015275,-0.24328637,0.02433537188438396,4,A375;HA1E;MCF7;PC3,10 �M,24 h;6 h,6
1687,BRD-A37541666,naloxone,1,-0.2672376,-0.2672376,-0.2672376,-0.2672376,0.0,1,HT29,10 �M,6 h,1
1688,BRD-A44701612,dihydroergocristine,3,-0.2672372,-0.25966451333333335,-0.2992496,-0.21250674,0.04386445175490667,3,A375;HCC515;VCAP,10 �M,24 h;6 h,3
1689,BRD-A75935363,atracurium,2,-0.267131945,-0.267131945,-0.32525092,-0.20901297,0.08219264267622285,2,HA1E;VCAP,10 �M,24 h;6 h,2
1690,BRD-K22134346,simvastatin,9,-0.26707435,-0.2738702277777778,-0.38039035,-0.2168388,0.05577813861351366,5,A375;A549;HA1E;HEPG2;MCF7,10 �M,24 h;6 h,9
1691,BRD-K82562631,tolmetin,3,-0.26705095,-0.2608234466666667,-0.2782676,-0.23715179,0.021253559850388196,2,HA1E;MCF7,10 �M,24 h;6 h,3
1692,BRD-K87991767,umbelliferone,6,-0.26701938999999997,-0.265059475,-0.33815086,-0.17493558,0.053365770966175584,6,A549;HCC515;HEPG2;MCF7;PC3;VCAP,10 �M,24 h;6 h,6
1693,BRD-A84389633,"tropanyl-3,5-dimethylbenzoate",6,-0.26696762,-0.28116082833333333,-0.35984832,-0.24506193,0.042176461162130426,5,A375;A549;HA1E;HT29;MCF7,10 �M,24 h;6 h,6
1694,BRD-K05181463,L-741626,3,-0.2669518,-0.28108696666666666,-0.34448355,-0.23182555,0.05764380663627997,3,A375;HA1E;PC3,10 �M,24 h;6 h,3
1695,BRD-K14204120,ranitidine,5,-0.26694018,-0.26523472,-0.3057142,-0.23224251,0.030739730908193565,4,HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,5
1696,BRD-K90574421,ipsapirone,8,-0.26693406,-0.27294531375000003,-0.35212767,-0.183478,0.06233955457115123,7,A375;A549;HA1E;HCC515;HT29;MCF7;VCAP,10 �M,24 h;6 h,8
1697,BRD-K73991644,isoquercetin,4,-0.26691986,-0.27901467,-0.35937315,-0.22284581,0.06148731291593247,4,A549;HA1E;PC3;VCAP,10 �M,24 h;6 h,4
1698,BRD-K92492521,LY-255283,4,-0.266915295,-0.247409815,-0.27550742,-0.18030125,0.04492865900590289,3,HA1E;PC3;VCAP,10 �M,24 h;6 h,4
1699,BRD-A11706664,triciribine,5,-0.2669129,-0.266251368,-0.30994725,-0.22816283,0.03469302225832984,5,A375;HCC515;HEPG2;MCF7;VCAP,10 �M,6 h,5
1700,BRD-A77299732,salubrinal,6,-0.26691036999999995,-0.2653756333333333,-0.305748,-0.22120588,0.0345371316323737,5,A549;HA1E;HT29;PC3;VCAP,10 �M,24 h;6 h,6
1701,BRD-K59197931,naproxen,5,-0.26681763,-0.295855084,-0.37315655,-0.25191924,0.051136915240708715,4,A549;HA1E;HEPG2;MCF7,10 �M,24 h;6 h,5
1702,BRD-A05680309,BRD-A05680309,5,-0.26670527,-0.272876494,-0.32895496,-0.24230883,0.03296218585571093,4,A375;HCC515;MCF7;VCAP,10 �M,24 h;6 h,5
1703,BRD-A43849199,karakoline,5,-0.26669562,-0.283293682,-0.38370913,-0.20773679,0.07459216849998308,4,A375;HA1E;HT29;PC3,10 �M,24 h;6 h,5
1704,BRD-K05181084,NGB-2904,3,-0.26658642,-0.23795951333333332,-0.26769662,-0.1795955,0.05054776627399212,2,PC3;VCAP,10 �M,24 h;6 h,3
1705,BRD-K65331431,retinyl-acetate,5,-0.26658428,-0.274353252,-0.38094908,-0.2158554,0.06694255252718048,3,A549;MCF7;PC3,10 �M,24 h;6 h,5
1706,BRD-K69023402,thapsigargin,3,-0.26655537,-0.26636545,-0.28797582,-0.24456516,0.021705953160681527,3,A549;HT29;PC3,10 �M,24 h;6 h,3
1707,BRD-A52886023,antimycin-a,4,-0.26655443,-0.2702154025,-0.31192842,-0.23582433,0.03514186529772464,4,A375;HA1E;HCC515;VCAP,10 �M,24 h;6 h,4
1708,BRD-K41713976,E-4031,11,-0.2665069,-0.26576021,-0.34557727,-0.20675191,0.03997274818254408,6,A375;A549;HA1E;HT29;PC3;VCAP,10 �M,24 h;6 h,11
1709,BRD-K32645441,dipropyl-5ct,8,-0.26645574000000005,-0.2695505775,-0.3449879,-0.22015485,0.045894511661958855,7,A375;A549;HA1E;HCC515;MCF7;PC3;VCAP,10 �M,24 h;6 h,8
1710,BRD-A42649439,triciribine,8,-0.26642655,-0.2534457,-0.32606888,-0.18953338,0.05148522272280992,6,HA1E;HCC515;HEPG2;MCF7;PC3;VCAP,10 �M,24 h;6 h,8
1711,BRD-A22707317,SB-205384,4,-0.266419975,-0.273389145,-0.35078853,-0.2099281,0.0626479717230284,4,HCC515;HT29;MCF7;VCAP,10 �M,24 h;6 h,4
1712,BRD-K92870997,pterostilbene,1,-0.26641116,-0.26641116,-0.26641116,-0.26641116,0.0,1,MCF7,10 �M,24 h,1
1713,BRD-A62071884,siguazodan,3,-0.26639926,-0.27800727000000003,-0.31749237,-0.25013018,0.0351493326041776,3,HA1E;PC3;VCAP,10 �M,24 h;6 h,3
1714,BRD-K15891719,tenofovir,1,-0.2663552,-0.2663552,-0.2663552,-0.2663552,0.0,1,HA1E,10 �M,6 h,1
1715,BRD-A76528577,vincristine,4,-0.26629567,-0.2614469,-0.27242383,-0.24077243,0.0143139491386712,3,A549;HCC515;HT29,10 �M,24 h;6 h,4
1716,BRD-K68507560,dicycloverine,10,-0.26627692999999997,-0.27743345399999997,-0.35931134,-0.20969802,0.05489589955658256,6,A375;HA1E;HEPG2;MCF7;PC3;VCAP,10 �M,24 h;6 h,10
1717,BRD-K95309561,dienestrol,39,-0.26627618,-0.2686268405128205,-0.41028148,-0.17909199,0.04918590080253718,8,A375;A549;HA1E;HCC515;HEPG2;HT29;MCF7;PC3,0.04 �M;0.12 �M;0.37 �M;1.11 �M;10 �M;3.33 �M,24 h;6 h,39
1718,BRD-K53545112,CNQX,7,-0.2661984,-0.2586172357142857,-0.35513335,-0.16514155,0.0602929754281132,5,A375;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,7
1719,BRD-K30064966,BRD-K30064966,5,-0.26618585,-0.279615006,-0.3684404,-0.23490876,0.054518342742851965,4,A375;HA1E;MCF7;VCAP,10 �M,24 h;6 h,5
1720,BRD-K25836724,epitestosterone,3,-0.26617104,-0.26694748,-0.3309381,-0.2037333,0.06360595436014777,2,MCF7;PC3,10 �M,24 h;6 h,3
1721,BRD-A55815733,phylloquinone,6,-0.2661595,-0.27532343833333334,-0.34036162,-0.21221599,0.050944723404729324,6,A375;A549;HCC515;MCF7;PC3;VCAP,10 �M,24 h;6 h,6
1722,BRD-K51018020,VAMA-37,1,-0.2661494,-0.2661494,-0.2661494,-0.2661494,0.0,1,HT29,10 �M,24 h,1
1723,BRD-K28680267,BRD-K28680267,8,-0.26611999,-0.26628974875,-0.33327866,-0.19921905,0.04460674656592573,6,A375;A549;HA1E;HCC515;HT29;PC3,10 �M,24 h;6 h,8
1724,BRD-K39823328,VU-0366037-2,5,-0.26608092,-0.26685038800000005,-0.28420413,-0.25529307,0.01225347319064967,5,A375;A549;HEPG2;MCF7;PC3,10 �M,24 h;6 h,5
1725,BRD-K21548250,moracizine,3,-0.26607612,-0.26007349333333335,-0.27079248,-0.24335188,0.01467209178217386,3,A375;HA1E;PC3,10 �M,24 h;6 h,3
1726,BRD-A98283014,calmidazolium,3,-0.26606324,-0.29219010333333334,-0.37372816,-0.23677891,0.07211611477069209,3,A549;HCC515;MCF7,10 �M,6 h,3
1727,BRD-K69600043,thiethylperazine,5,-0.2660574,-0.261482734,-0.29567558,-0.22059071,0.03439117229768097,4,A549;HA1E;HT29;VCAP,10 �M,24 h;6 h,5
1728,BRD-K29582115,ziprasidone,4,-0.266051645,-0.2813097625,-0.35590538,-0.23723038,0.05474858321961485,4,A375;HT29;MCF7;VCAP,10 �M,24 h;6 h,4
1729,BRD-A69470004,BRD-A69470004,3,-0.2660321,-0.2611207566666667,-0.28160936,-0.23572081,0.023335182135115883,3,A549;HT29;MCF7,10 �M,24 h;6 h,3
1730,BRD-A31521121,methocarbamol,6,-0.26603076000000003,-0.272279675,-0.3359089,-0.2353808,0.035144247946566044,4,A375;HEPG2;MCF7;VCAP,10 �M,24 h;6 h,6
1731,BRD-K53737926,amitriptyline,4,-0.26597691,-0.272911675,-0.33974034,-0.21995254,0.049849681634137825,4,HCC515;HEPG2;HT29;PC3,10 �M,24 h;6 h,4
1732,BRD-K18787491,U-0126,5,-0.2659096,-0.26947143,-0.31697923,-0.22872032,0.03174609301287561,5,A375;A549;HCC515;HT29;VCAP,10 �M,24 h;6 h,5
1733,BRD-A94669766,naringenin,2,-0.265857815,-0.265857815,-0.29101062,-0.24070501,0.0355714379627258,2,HCC515;MCF7,10 �M,24 h;6 h,2
1734,BRD-K23875128,RHO-kinase-inhibitor-III[rockout],10,-0.265857785,-0.275957478,-0.39069524,-0.19330654,0.05713371227853108,7,A375;HA1E;HCC515;HEPG2;HT29;MCF7;VCAP,10 �M,24 h;6 h,10
1735,BRD-K68332390,ponalrestat,6,-0.2658366,-0.2620633983333333,-0.30623442,-0.21963044,0.0334841511119541,5,A549;HA1E;HT29;PC3;VCAP,10 �M,24 h;6 h,6
1736,BRD-K40919711,BAPTA-AM,3,-0.2657404,-0.2587718,-0.3030414,-0.2075336,0.04813373042555501,3,HCC515;MCF7;VCAP,10 �M,24 h;6 h,3
1737,BRD-A36066264,estradiol-benzoate,7,-0.2657293,-0.27942220142857144,-0.43408477,-0.20647338,0.07909241352625117,5,A549;HCC515;HEPG2;MCF7;VCAP,10 �M,24 h;6 h,7
1738,BRD-K76133116,benzydamine,2,-0.26569615,-0.26569615,-0.2741031,-0.2572892,0.011889222708192506,2,A549;MCF7,10 �M,24 h;6 h,2
1739,BRD-A48631911,mibefradil,3,-0.26565236,-0.2610414366666667,-0.29724872,-0.22022323,0.03871920696404352,3,HA1E;HCC515;HT29,10 �M,6 h,3
1740,BRD-A07440155,labetalol,13,-0.26563618,-0.28888732384615384,-0.36470845,-0.21710476,0.04794284904438648,8,A375;A549;HCC515;HEPG2;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,13
1741,BRD-K33396764,alpha-linolenic-acid,6,-0.26562147,-0.2822785483333333,-0.3848735,-0.2322906,0.06022239208014154,6,HA1E;HCC515;HEPG2;MCF7;PC3;VCAP,10 �M,24 h;6 h,6
1742,BRD-K37312348,kenpaullone,7,-0.26559222,-0.26987555,-0.35083959,-0.21303055,0.043578210115191716,6,A375;HA1E;HCC515;MCF7;PC3;VCAP,10 �M,24 h;6 h,7
1743,BRD-K51033547,tramadol,5,-0.2655812,-0.29600620600000005,-0.3495943,-0.25440484,0.048483185700744544,5,A375;HA1E;HCC515;MCF7;VCAP,10 �M,24 h;6 h,5
1744,BRD-K60274257,dephostatin,6,-0.265578925,-0.25252317333333335,-0.293284,-0.1685183,0.04630182245779779,5,A549;HA1E;HEPG2;HT29;MCF7,10 �M,24 h;6 h,6
1745,BRD-K40227168,vinburnine,8,-0.26554490500000005,-0.2672726025,-0.3306877,-0.20352812,0.04009525200790121,6,A549;HA1E;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,8
1746,BRD-A26095496,clobetasol,6,-0.26552908,-0.25911868,-0.299111,-0.19724315,0.03732567799000627,6,HA1E;HCC515;HEPG2;HT29;MCF7;VCAP,10 �M,24 h;6 h,6
1747,BRD-K57011718,UK-356618,3,-0.2655142,-0.2673657466666666,-0.32194418,-0.21463886,0.053676615894351354,2,A549;HT29,10 �M,24 h;6 h,3
1748,BRD-A15297126,fluocinolone-acetonide,2,-0.26546785,-0.26546785,-0.2699473,-0.2609884,0.006334898941972155,2,A549;VCAP,10 �M,24 h;6 h,2
1749,BRD-K35240538,methylprednisolone,4,-0.26543542,-0.2577113625,-0.2887277,-0.21124691,0.032917099256921524,4,A549;HA1E;PC3;VCAP,10 �M,24 h;6 h,4
1750,BRD-K00184207,GR-206,5,-0.26540494,-0.25775347000000004,-0.3450478,-0.16480501,0.06480724298160857,4,HA1E;HT29;PC3;VCAP,10 �M,24 h;6 h,5
