rank,pert_id,pert_iname,n_signatures,median_connectivity,mean_connectivity,best_connectivity,weakest_connectivity,sd_connectivity,n_cells,cell_lines,doses,times,n_negative_signatures
2612,BRD-K26573499,DMAB-anabaseine,4,-0.229139375,-0.2377220475,-0.29937708,-0.19323236,0.04899556308699891,4,A549;HCC515;HT29;MCF7,10 �M,24 h;6 h,4
2613,BRD-K89732114,trifluoperazine,16,-0.229024975,-0.23829739,-0.29045817,-0.17358035,0.03677494221332256,8,A375;A549;HA1E;HCC515;HT29;MCF7;PC3;VCAP,10 �M;500 nM,24 h;6 h,16
2614,BRD-K55055802,BRD-K55055802,2,-0.22883513,-0.22883513,-0.24583462,-0.21183564,0.024040909311425815,2,A549;VCAP,10 �M,6 h,2
2615,BRD-K69688083,mestinon,2,-0.228784455,-0.228784455,-0.2312078,-0.22636111,0.003427127365309019,2,MCF7;VCAP,10 �M,24 h;6 h,2
2616,BRD-A38747044,KU-14R,3,-0.22868249,-0.23088252333333334,-0.24307388,-0.2208912,0.011253796381507586,3,A375;A549;HA1E,10 �M,24 h;6 h,3
2617,BRD-A67748489,K-858,2,-0.228620655,-0.228620655,-0.24429937,-0.21294194,0.022173051393582485,2,A549;HA1E,10 �M,6 h,2
2618,BRD-K78485176,olmesartan-medoxomil,4,-0.228564875,-0.2194227,-0.22990358,-0.19065747,0.019190347332244926,4,HA1E;HCC515;MCF7;VCAP,10 �M,24 h;6 h,4
2619,BRD-K76698671,HNHA,1,-0.22846696,-0.22846696,-0.22846696,-0.22846696,0.0,1,HA1E,10 �M,6 h,1
2620,BRD-K85318537,OBAA,2,-0.228412645,-0.228412645,-0.26065505,-0.19617024,0.045597646434526094,2,HT29;MCF7,10 �M,24 h;6 h,2
2621,BRD-K69690935,curcumin,5,-0.2282871,-0.234794708,-0.27644348,-0.2162427,0.024012594378019017,4,A375;HA1E;PC3;VCAP,10 �M,24 h;6 h,5
2622,BRD-K66175015,afatinib,3,-0.22821388,-0.22460705,-0.26401716,-0.18159011,0.04133172582789518,2,A549;VCAP,10 �M,24 h;6 h,3
2623,BRD-K09497549,kawain,3,-0.22796535,-0.24130501666666668,-0.26881167,-0.22713803,0.023825051894922147,2,HT29;MCF7,10 �M,24 h;6 h,3
2624,BRD-K95901403,XL-147,4,-0.22796096500000002,-0.2283957625,-0.24166924,-0.21599188,0.012264055865181457,3,HT29;PC3;VCAP,10 �M,24 h;6 h,4
2625,BRD-A06352418,terfenadine,8,-0.227909595,-0.2398720675,-0.31462386,-0.19813928,0.03939100769663146,5,A549;HCC515;HEPG2;MCF7;PC3,10 �M,24 h;6 h,8
2626,BRD-K12932420,YM-976,6,-0.227830265,-0.23307968333333332,-0.26099002,-0.20725584,0.022796459047894835,5,A549;HA1E;MCF7;PC3;VCAP,10 �M,24 h;6 h,6
2627,BRD-K91904471,SD-169,4,-0.227740145,-0.2357012225,-0.26889256,-0.21843204,0.02357883833545999,4,A549;HA1E;HT29;MCF7,10 �M,24 h;6 h,4
2628,BRD-K31843556,T-0070907,3,-0.22769362,-0.22976976000000002,-0.25420636,-0.2074093,0.023467508903494635,3,A549;MCF7;PC3,10 �M,24 h;6 h,3
2629,BRD-K43468059,byssochlamic-acid,2,-0.22763558,-0.22763558,-0.2500165,-0.20525466,0.03165140060238724,2,HT29;PC3,10 �M,6 h,2
2630,BRD-K32906660,bis-tyrphostin,4,-0.227613925,-0.2593987125,-0.37552342,-0.20684358,0.07814289313888301,3,A549;HA1E;HCC515,10 �M,24 h;6 h,4
2631,BRD-A99571536,dubinidine,2,-0.22754053,-0.22754053,-0.27901012,-0.17607094,0.07278899222778261,2,HA1E;HT29,10 �M,6 h,2
2632,BRD-K96319534,phentermine,4,-0.22751452500000002,-0.274199385,-0.42273343,-0.21903506,0.0992199019031587,4,HCC515;HEPG2;HT29;MCF7,10 �M,24 h;6 h,4
2633,BRD-K23369905,oxiconazole,3,-0.22750089,-0.26531621333333333,-0.34776187,-0.22068588,0.07148129697846445,3,A549;HA1E;VCAP,10 �M,24 h;6 h,3
2634,BRD-K43068349,AMG-9810,2,-0.227416865,-0.227416865,-0.22922198,-0.22561175,0.0025528181146431037,1,A375,10 �M,6 h,2
2635,BRD-K46469693,SCH-442416,2,-0.22733177000000002,-0.22733177000000002,-0.26120868,-0.19345486,0.04790918557329274,2,A549;MCF7,10 �M,24 h,2
2636,BRD-K07762753,aminopurvalanol-a,4,-0.227240855,-0.2475009525,-0.36212596,-0.17339614,0.08053481717195089,3,HCC515;HEPG2;HT29,10 �M,24 h;6 h,4
2637,BRD-K77175907,calcifediol,4,-0.227175285,-0.2361351925,-0.2852392,-0.204951,0.036056438500736955,4,HA1E;HCC515;MCF7;VCAP,10 �M,6 h,4
2638,BRD-K42125900,docetaxel,4,-0.226784355,-0.2321686775,-0.2649956,-0.2101104,0.0233068682760574,4,A549;HT29;PC3;VCAP,10 �M,24 h;6 h,4
2639,BRD-K44432556,VU-0418946-1,7,-0.22673535,-0.2640496457142857,-0.38851768,-0.18794054,0.08530531524572524,7,A549;HA1E;HEPG2;HT29;MCF7;PC3;VCAP,10 �M,6 h,7
2640,BRD-K09638361,IC-261,3,-0.22666332,-0.2190419366666667,-0.24964091,-0.18082158,0.03503696845258494,3,A375;HCC515;HT29,10 �M,24 h;6 h,3
2641,BRD-K76840893,RS-17053,2,-0.22665301,-0.22665301,-0.25142014,-0.20188588,0.03502601114705756,2,HT29;MCF7,10 �M,6 h,2
2642,BRD-K98404142,BRD-K98404142,4,-0.226620065,-0.22718823,-0.23972878,-0.21578401,0.011316690455897423,4,HA1E;HCC515;MCF7;PC3,10 �M,24 h;6 h,4
2643,BRD-A45498368,WYE-125132,1,-0.22658005,-0.22658005,-0.22658005,-0.22658005,0.0,1,A375,10 �M,6 h,1
2644,BRD-K48427617,U-0124,7,-0.2265299,-0.24889373142857144,-0.3087836,-0.20450145,0.043620428779379834,6,A375;A549;HA1E;HCC515;HT29;VCAP,10 �M,24 h;6 h,7
2645,BRD-K06159959,CCMQ,6,-0.22645986,-0.227535445,-0.28998494,-0.16151384,0.044838780839244835,5,A549;HCC515;HEPG2;MCF7;VCAP,10 �M,24 h;6 h,6
2646,BRD-K99029477,prometon,1,-0.22642007,-0.22642007,-0.22642007,-0.22642007,0.0,1,HA1E,10 �M,6 h,1
2647,BRD-A10070317,propranolol,4,-0.22640656,-0.2221065825,-0.2356334,-0.19997981,0.015781962134517928,4,HCC515;HT29;PC3;VCAP,10 �M,24 h;6 h,4
2648,BRD-K39670393,amthamine,3,-0.22625765,-0.22933601,-0.26190558,-0.1998448,0.031144699850364613,3,HCC515;HT29;MCF7,10 �M,24 h;6 h,3
2649,BRD-A59985574,topotecan,1,-0.22613029,-0.22613029,-0.22613029,-0.22613029,0.0,1,A549,10 �M,6 h,1
2650,BRD-A64290322,cyclosporin-a,2,-0.226024875,-0.226024875,-0.25161815,-0.2004316,0.03619435661054427,2,HA1E;HCC515,10 �M,24 h,2
2651,BRD-A33447119,oxfendazole,1,-0.2259239,-0.2259239,-0.2259239,-0.2259239,0.0,1,HCC515,10 �M,6 h,1
2652,BRD-K94832621,Y-134,3,-0.22589351,-0.22521233666666665,-0.2424681,-0.2072754,0.017606235575926873,3,HA1E;HCC515;PC3,10 �M,24 h;6 h,3
2653,BRD-K18849474,dalcetrapib,3,-0.22589324,-0.23364852333333333,-0.29595295,-0.17909938,0.05881154240556383,3,A375;A549;HCC515,80 �M,24 h;6 h,3
2654,BRD-A64125466,dehydrocholate,7,-0.22575113,-0.23461539857142857,-0.34258035,-0.18660796,0.0540997330973094,6,A549;HCC515;HEPG2;MCF7;PC3;VCAP,10 �M,24 h;6 h,7
2655,BRD-A86044036,flurbiprofen-(+/-),8,-0.22568383,-0.23917618625,-0.33647093,-0.19338408,0.047630846513101115,5,A375;A549;HCC515;MCF7;PC3,10 �M,24 h;6 h,8
2656,BRD-K46742498,alosetron,3,-0.22568342,-0.26202117333333336,-0.3526108,-0.2077693,0.07896258144556909,3,A549;HA1E;VCAP,10 �M,24 h;6 h,3
2657,BRD-K17796732,JWH-015,5,-0.22548977,-0.22445629399999997,-0.24342763,-0.19942941,0.018156115248165853,5,A549;HA1E;HT29;MCF7;VCAP,10 �M,24 h;6 h,5
2658,BRD-K50891186,GR-103691,3,-0.22538257,-0.24383690000000002,-0.28270462,-0.22342351,0.03367468221854069,3,HA1E;PC3;VCAP,10 �M,24 h;6 h,3
2659,BRD-A53107311,BRD-A53107311,2,-0.22537580000000002,-0.22537580000000002,-0.23095542,-0.21979618,0.00789077427688817,2,HT29;PC3,10 �M,24 h;6 h,2
2660,BRD-K74112339,acetohydroxamic-acid,2,-0.2253718,-0.2253718,-0.22872785,-0.22201575,0.004746171426002224,2,HA1E;VCAP,10 �M,24 h,2
2661,BRD-K69328504,L-690488,2,-0.22527923,-0.22527923,-0.27414486,-0.1764136,0.06910643667990557,2,A549;VCAP,10 �M,24 h;6 h,2
2662,BRD-A20243730,danazol,2,-0.22521654,-0.22521654,-0.2687154,-0.18171768,0.06151667775976853,2,HCC515;MCF7,10 �M,24 h;6 h,2
2663,BRD-A04553218,chlorphenamine,11,-0.2249308,-0.26364547727272725,-0.41231105,-0.19312884,0.07246335526173228,7,A375;A549;HA1E;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,11
2664,BRD-K08998509,fananserin,4,-0.22481683,-0.22380344,-0.2673722,-0.1782079,0.03685528968186341,4,HEPG2;HT29;MCF7;PC3,10 �M,24 h;6 h,4
2665,BRD-K27351809,nomegestrol-acetate,10,-0.224812395,-0.229166308,-0.36657527,-0.15080199,0.05811030174755818,7,A375;A549;HA1E;HCC515;MCF7;PC3;VCAP,10 �M,24 h;6 h,10
2666,BRD-K95851186,CGP-13501,3,-0.22476313,-0.24567208666666665,-0.29460716,-0.21764597,0.04252816176629826,2,A549;PC3,10 �M,24 h;6 h,3
2667,BRD-K50836978,purvalanol-a,3,-0.22462064,-0.24603464,-0.32108226,-0.19240102,0.06695995018654359,3,HA1E;HT29;VCAP,10 �M,6 h,3
2668,BRD-K69840642,ISOX,1,-0.22455892,-0.22455892,-0.22455892,-0.22455892,0.0,1,HA1E,10 �M,24 h,1
2669,BRD-K79602928,metformin,4,-0.224367965,-0.22007103249999999,-0.2421576,-0.1893906,0.024801280293056616,1,A375,10 �M;100 nM;500 nM,24 h;6 h,4
2670,BRD-K93201660,ML-7,5,-0.22432977,-0.225623708,-0.25737497,-0.19963302,0.02124247811746124,4,HCC515;HT29;MCF7;VCAP,10 �M,24 h;6 h,5
2671,BRD-K62221994,T-98475,2,-0.22431425,-0.22431425,-0.2548477,-0.1937808,0.043180819096040775,2,A375;HCC515,10 �M,6 h,2
2672,BRD-K79131256,albendazole,7,-0.22389972,-0.23628348428571427,-0.3025518,-0.20349929,0.0380244949629761,5,HA1E;HEPG2;HT29;PC3;VCAP,10 �M,24 h;6 h,7
2673,BRD-K00959089,thenoyltrifluoroacetone,4,-0.223872305,-0.247934985,-0.33542883,-0.2085665,0.0588546101625163,4,A549;HA1E;PC3;VCAP,10 �M,24 h;6 h,4
2674,BRD-A92537424,danazol,6,-0.223861765,-0.22405819500000002,-0.26418036,-0.16193858,0.0379863738806845,5,HEPG2;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,6
2675,BRD-A76279427,myriocin,2,-0.22381220000000002,-0.22381220000000002,-0.23869568,-0.20892872,0.02104841927130871,2,HA1E;VCAP,10 �M,24 h;6 h,2
2676,BRD-A88254928,salbutamol,1,-0.22371992,-0.22371992,-0.22371992,-0.22371992,0.0,1,PC3,10 �M,24 h,1
2677,BRD-K76617868,fasudil,4,-0.22366771000000002,-0.2309730175,-0.2651957,-0.21136095,0.02417564732590404,3,HT29;MCF7;VCAP,10 �M,24 h;6 h,4
2678,BRD-K95763993,trapidil,3,-0.22357596,-0.24890697666666664,-0.30023032,-0.22291465,0.04444854903045129,2,A375;PC3,10 �M,6 h,3
2679,BRD-A35033682,eriodictyol,5,-0.22346425,-0.238874252,-0.3380615,-0.17507865,0.06006298249249092,5,A549;HCC515;MCF7;PC3;VCAP,10 �M,24 h;6 h,5
2680,BRD-K06956503,BRD-K06956503,2,-0.22343878,-0.22343878,-0.23537838,-0.21149918,0.016885144249309796,2,A549;PC3,10 �M,24 h;6 h,2
2681,BRD-K32398298,alprazolam,3,-0.22298944,-0.27012775,-0.36923984,-0.21815397,0.08586763203126249,3,A375;A549;HA1E,10 �M,6 h,3
2682,BRD-A63043573,cabergoline,3,-0.22280559,-0.24633199333333333,-0.31869256,-0.19749783,0.06393089538943775,3,HA1E;HT29;VCAP,10 �M,24 h;6 h,3
2683,BRD-K02407574,parbendazole,4,-0.22274708,-0.2359498925,-0.32109237,-0.17721304,0.062271686162132266,4,A375;A549;HCC515;PC3,10 �M;500 nM,24 h;6 h,4
2684,BRD-K69837166,trap-101,4,-0.22268640499999998,-0.2241704525,-0.27208972,-0.17921928,0.039584725285043455,4,A549;HA1E;HCC515;HT29,10 �M,24 h;6 h,4
2685,BRD-K66707493,lawsone,3,-0.22248831,-0.22318182333333333,-0.23229021,-0.21476695,0.00878219111694417,2,A375;A549,10 �M,24 h;6 h,3
2686,BRD-K36258877,AZ-10417808,3,-0.22236714,-0.21648045333333332,-0.23058006,-0.19649416,0.01778909650983245,3,A375;A549;MCF7,10 �M,24 h;6 h,3
2687,BRD-A11170096,pravastatin,3,-0.22215536,-0.22614285999999997,-0.26335105,-0.19292217,0.03538335628089989,3,A549;MCF7;VCAP,10 �M,24 h;6 h,3
2688,BRD-K96720755,relcovaptan,2,-0.222141285,-0.222141285,-0.22749875,-0.21678382,0.007576599662939182,2,HCC515;VCAP,10 �M,24 h;6 h,2
2689,BRD-A91452556,estradiol-cypionate,4,-0.22182981999999998,-0.2561821425,-0.43906015,-0.14200878,0.13032323527376008,3,HA1E;HCC515;HT29,10 �M,24 h;6 h,4
2690,BRD-A78360835,cercosporin,5,-0.22173615,-0.240292718,-0.30793804,-0.18073535,0.049405722142000626,4,A549;HCC515;PC3;VCAP,10 �M,24 h;6 h,5
2691,BRD-K17705806,JTC-801,3,-0.22164682,-0.21682569666666665,-0.2749596,-0.15387067,0.06068825804702779,3,HT29;MCF7;VCAP,10 �M,6 h,3
2692,BRD-K67352070,TC-2559,3,-0.22131546,-0.22102112333333332,-0.23351797,-0.20822994,0.012646584158389691,3,A549;HEPG2;MCF7,10 �M,24 h;6 h,3
2693,BRD-K56957086,dacinostat,1,-0.2212199,-0.2212199,-0.2212199,-0.2212199,0.0,1,VCAP,10 �M,6 h,1
2694,BRD-A37432947,ipratropium,3,-0.22119716,-0.23482308,-0.2657215,-0.21755058,0.026820862314556552,3,HCC515;MCF7;PC3,10 �M,24 h;6 h,3
2695,BRD-A66199457,asiaticoside,3,-0.22102271,-0.2515466433333334,-0.34407446,-0.18954276,0.08166268704754844,3,HCC515;MCF7;VCAP,10 �M,24 h;6 h,3
2696,BRD-A62182663,YK-4279,1,-0.22097805,-0.22097805,-0.22097805,-0.22097805,0.0,1,VCAP,10 �M,24 h,1
2697,BRD-A09495397,bicuculline,3,-0.22095874,-0.2601489666666667,-0.34681082,-0.21267734,0.0751655041482869,2,HT29;MCF7,10 �M,24 h;6 h,3
2698,BRD-K48974000,BRD-K48974000,3,-0.22094747,-0.2222084,-0.27007455,-0.17560318,0.047248305744946054,2,A375;HT29,10 �M,24 h;6 h,3
2699,BRD-K51816706,oxindole-I,2,-0.22075778,-0.22075778,-0.26030728,-0.18120828,0.055931439285074706,2,A375;VCAP,10 �M,6 h,2
2700,BRD-A45333398,periplocymarin,4,-0.22075284499999998,-0.22822001,-0.2752022,-0.19617215,0.033558288337103837,4,A375;A549;HA1E;PC3,10 �M,6 h,4
2701,BRD-K31912990,CGP-71683,3,-0.22050875,-0.23202848333333334,-0.2870868,-0.1884899,0.05029776699273869,3,HEPG2;MCF7;PC3,10 �M,6 h,3
2702,BRD-K19540840,saracatinib,7,-0.2204915,-0.22122207714285716,-0.27050963,-0.18100932,0.03127248285239262,5,A375;A549;HEPG2;HT29;MCF7,10 �M,24 h;6 h,7
2703,BRD-A71459254,cymarin,2,-0.22039035,-0.22039035,-0.2448405,-0.1959402,0.034577733732056526,2,A375;VCAP,10 �M,6 h,2
2704,BRD-K14536225,piceid,2,-0.22022627,-0.22022627,-0.26404598,-0.17640656,0.061970428181255956,1,A375,10 �M,24 h;6 h,2
2705,BRD-K54142781,cirazoline,3,-0.22022364,-0.22023200333333334,-0.23478661,-0.20568576,0.014550426802662305,3,A549;HT29;VCAP,10 �M,24 h;6 h,3
2706,BRD-A92439610,triamcinolone-acetonide,6,-0.22018959,-0.23285291500000002,-0.33444253,-0.1951607,0.05100584442187808,4,A375;A549;MCF7;PC3,10 �M,24 h;6 h,6
2707,BRD-K91301684,noscapine,4,-0.22007786000000001,-0.222883405,-0.26296383,-0.18841407,0.03384309210697069,4,HA1E;HCC515;HEPG2;MCF7,10 �M,24 h;6 h,4
2708,BRD-K17953061,staurosporine,7,-0.21987551,-0.21711352,-0.25145224,-0.1907573,0.02073557698444471,3,A375;HEPG2;PC3,0.04 �M;0.12 �M;0.37 �M;1.11 �M,24 h,7
2709,BRD-K12260308,xanthoxyline,1,-0.21977702,-0.21977702,-0.21977702,-0.21977702,0.0,1,HA1E,10 �M,6 h,1
2710,BRD-K24526313,levcromakalim,5,-0.21954322,-0.22768242600000002,-0.25662273,-0.21511272,0.017328622742693086,4,HEPG2;MCF7;PC3;VCAP,10 �M,24 h;6 h,5
2711,BRD-K83508485,FK-888,2,-0.21943922999999999,-0.21943922999999999,-0.2771607,-0.16171776,0.08163048571411173,2,HA1E;PC3,10 �M,24 h,2
2712,BRD-K56851771,enzalutamide,6,-0.21940906500000001,-0.21958859666666666,-0.29488719,-0.16115542,0.044609515857186664,5,A375;HEPG2;HT29;MCF7;VCAP,100 nM,24 h;6 h,6
2713,BRD-A50928468,norgestrel,5,-0.21911654,-0.242228328,-0.29695618,-0.19714162,0.04442017897364127,4,A549;HA1E;MCF7;PC3,10 �M,24 h;6 h,5
2714,BRD-K39111395,BCL2-inhibitor,1,-0.21904522,-0.21904522,-0.21904522,-0.21904522,0.0,1,MCF7,10 �M,6 h,1
2715,BRD-K03842655,penitrem-a,3,-0.21903779,-0.22873235666666666,-0.2568797,-0.21027958,0.024766535146128796,3,A549;HEPG2;PC3,10 �M,24 h;6 h,3
2716,BRD-A65076780,dihydroergocristine,1,-0.21866906,-0.21866906,-0.21866906,-0.21866906,0.0,1,VCAP,10 �M,24 h,1
2717,BRD-K69608737,tacrolimus,7,-0.21841316,-0.22216812571428574,-0.27055895,-0.18497398,0.0303078345769087,6,A375;A549;HCC515;MCF7;PC3;VCAP,10 �M,6 h,7
2718,BRD-K48932581,cetraxate,3,-0.2182467,-0.24054127999999997,-0.30077064,-0.2026065,0.05274311157409278,3,HA1E;MCF7;PC3,10 �M,24 h;6 h,3
2719,BRD-K93331255,lypressin,2,-0.21797571999999998,-0.21797571999999998,-0.2307339,-0.20521754,0.018042791187197156,2,PC3;VCAP,10 �M,24 h;6 h,2
2720,BRD-A63998256,helveticoside,3,-0.21789807,-0.23372283666666668,-0.28165138,-0.20161906,0.04229787809319084,3,A549;HCC515;HT29,10 �M,24 h;6 h,3
2721,BRD-K68065987,MK-2206,4,-0.21779281,-0.2401508775,-0.32563156,-0.19938633,0.05910964274801103,2,HA1E;MCF7,10 �M;100 nM;500 nM,24 h;6 h,4
2722,BRD-A79237180,ascorbic-acid,2,-0.217700075,-0.217700075,-0.22151007,-0.21389008,0.005388146601573666,2,HA1E;MCF7,10 �M,6 h,2
2723,BRD-K24201553,SB-269970,3,-0.21746773,-0.23081635666666667,-0.26721776,-0.20776358,0.031895756070089244,3,A375;HA1E;MCF7,10 �M,24 h;6 h,3
2724,BRD-K02526760,QS-11,3,-0.21706021,-0.22671205333333333,-0.27156907,-0.19150688,0.04089446327679868,3,A375;HA1E;HCC515,10 �M,24 h;6 h,3
2725,BRD-A94756469,digoxin,8,-0.21635459499999998,-0.223463415,-0.2901405,-0.1710447,0.03991038994589221,7,A375;A549;HA1E;HCC515;MCF7;PC3;VCAP,10 �M,24 h;6 h,8
2726,BRD-K06217810,BRD-K06217810,3,-0.21615988,-0.21223713,-0.22748226,-0.19306925,0.017538665570302096,3,A375;HT29;VCAP,10 �M,6 h,3
2727,BRD-K07325606,hispidin,3,-0.21597883,-0.21355276666666667,-0.21925294,-0.20542653,0.007225423229474758,3,HA1E;HCC515;HT29,10 �M,6 h,3
2728,BRD-K97354755,SU-6656,2,-0.21596417,-0.21596417,-0.23347494,-0.1984534,0.024763968421595926,2,HA1E;HCC515,10 �M,24 h,2
2729,BRD-K87573634,propylpyrazole,4,-0.21589095,-0.2292934025,-0.27480865,-0.21058306,0.030560103496657595,4,A549;HT29;PC3;VCAP,10 �M,24 h;6 h,4
2730,BRD-K17743697,KB-R7943,3,-0.2158036,-0.25749581,-0.3479267,-0.20875713,0.07839465915806572,3,MCF7;PC3;VCAP,10 �M,6 h,3
2731,BRD-K52836380,AZD-7545,3,-0.21579853,-0.22601027666666665,-0.28799582,-0.17423648,0.05756306703778936,3,A375;HA1E;PC3,20 �M,6 h,3
2732,BRD-K56047318,RHC-80267,3,-0.2157188,-0.21587429,-0.227929,-0.20397507,0.011977721964810329,3,MCF7;PC3;VCAP,10 �M,24 h;6 h,3
2733,BRD-K47761761,PD-168077,5,-0.21562758,-0.24922098799999998,-0.38040388,-0.18196192,0.07836455499537483,5,A549;HA1E;HCC515;MCF7;PC3,10 �M,6 h,5
2734,BRD-A80383043,4-carboxy-3-hydroxyphenylglycine-(RS),3,-0.21557856,-0.21996391,-0.23684256,-0.20747061,0.015169091359323412,3,A375;A549;HEPG2,10 �M,6 h,3
2735,BRD-K53263234,CITCO,4,-0.21548638,-0.2199530275,-0.23531386,-0.21352549,0.010291015333439728,4,A549;HA1E;MCF7;VCAP,10 �M,24 h;6 h,4
2736,BRD-K36038115,BRD-K36038115,1,-0.21528248,-0.21528248,-0.21528248,-0.21528248,0.0,1,PC3,10 �M,6 h,1
2737,BRD-U82589721,HG-5-113-01,5,-0.21471827,-0.251840302,-0.3651188,-0.17523831,0.0760219705071887,4,A549;HA1E;HT29;VCAP,10 �M,24 h;6 h,5
2738,BRD-K96402602,farnesylthiotriazole,2,-0.214465425,-0.214465425,-0.21466807,-0.21426278,0.00028658330734706824,2,HEPG2;PC3,10 �M,6 h,2
2739,BRD-A93477898,PETCM,3,-0.21432376,-0.21135115666666668,-0.26917362,-0.15055609,0.05936460969094492,2,HA1E;MCF7,10 �M,24 h;6 h,3
2740,BRD-K18316707,O-1918,3,-0.214236,-0.24661490666666666,-0.32068658,-0.20492214,0.06431676756355946,3,A375;MCF7;VCAP,10 �M,6 h,3
2741,BRD-A94543220,bifonazole,5,-0.21419689,-0.26448074200000005,-0.38764837,-0.18430853,0.08985422586004103,4,A375;A549;MCF7;PC3,10 �M,24 h;6 h,5
2742,BRD-K52394958,GR-159897,4,-0.21389837,-0.25487514,-0.38372028,-0.20798354,0.08595445581365635,3,A549;HCC515;MCF7,10 �M,24 h;6 h,4
2743,BRD-K85606544,neratinib,7,-0.21386632,-0.23677781285714286,-0.30720836,-0.18887451,0.049088106741560035,3,HCC515;MCF7;PC3,10 �M;100 nM;500 nM,24 h;6 h,7
2744,BRD-A67552655,etomoxir,3,-0.21365018,-0.20564941,-0.24155983,-0.16173822,0.04050779673337839,3,A549;HA1E;PC3,10 �M,24 h;6 h,3
2745,BRD-K07212038,selinidin,1,-0.21358936,-0.21358936,-0.21358936,-0.21358936,0.0,1,HCC515,10 �M,6 h,1
2746,BRD-A15079084,phorbol-12-myristate-13-acetate,4,-0.21323082999999998,-0.22407929499999998,-0.2765604,-0.19329512,0.038727830372503005,3,A549;HEPG2;MCF7,1 �M;10 �M;3 �M,24 h;6 h,4
2747,BRD-A15034104,bergenin,1,-0.21294585,-0.21294585,-0.21294585,-0.21294585,0.0,1,A375,10 �M,24 h,1
2748,BRD-K25433859,maprotiline,3,-0.21291716,-0.21628599333333334,-0.24812032,-0.1878205,0.03029073870886832,2,HA1E;VCAP,10 �M,24 h;6 h,3
2749,BRD-A08003242,rhodomyrtoxin-b,4,-0.21279626000000001,-0.2191672325,-0.2640894,-0.18698701,0.03236781467056366,4,A375;A549;HA1E;MCF7,10 �M,24 h;6 h,4
2750,BRD-K00675675,CL-82198,5,-0.2126582,-0.26980699599999997,-0.3962192,-0.19414613,0.09557062058805013,5,A375;HEPG2;HT29;MCF7;VCAP,10 �M,6 h,5
2751,BRD-K86465814,HO-013,3,-0.21206763,-0.25175336,-0.34365273,-0.19953972,0.07983331251451177,3,HA1E;MCF7;VCAP,10 �M,24 h;6 h,3
2752,BRD-A44551378,LFM-A12,2,-0.21193893,-0.21193893,-0.22057667,-0.20330119,0.012215609056252585,2,HA1E;HCC515,10 �M,6 h,2
2753,BRD-K42142750,retrorsine,2,-0.211797375,-0.211797375,-0.2184594,-0.20513535,0.00942152610786863,2,HT29;PC3,10 �M,24 h;6 h,2
2754,BRD-A20697603,thiostrepton,3,-0.2115126,-0.24088329,-0.32490426,-0.18623301,0.07385395701956464,2,A549;VCAP,10 �M,6 h,3
2755,BRD-A72711497,lasalocid,2,-0.21127938000000002,-0.21127938000000002,-0.21668798,-0.20587078,0.007648915473451131,2,PC3;VCAP,10 �M,24 h;6 h,2
2756,BRD-K56001384,antimycin-a,3,-0.21125877,-0.21661480666666666,-0.25944507,-0.17914058,0.04041927912668696,3,HA1E;HCC515;HT29,10 �M,6 h,3
2757,BRD-K51066026,aminoindazole,3,-0.21120861,-0.22819482333333332,-0.2655215,-0.20785436,0.03236932717093505,3,A549;HEPG2;MCF7,10 �M,6 h,3
2758,BRD-K20168442,vecuronium,3,-0.20933455,-0.22586471,-0.2659964,-0.20226318,0.034934445395788105,3,A549;HT29;MCF7,10 �M,24 h;6 h,3
2759,BRD-A67788537,salermide,2,-0.20874977,-0.20874977,-0.21112832,-0.20637122,0.003363777668782535,2,A375;A549,100 �M,24 h;6 h,2
2760,BRD-K24681473,YM-155,1,-0.20824626,-0.20824626,-0.20824626,-0.20824626,0.0,1,A549,10 �M,6 h,1
2761,BRD-K62289640,lylamine,3,-0.20788348,-0.21293780666666665,-0.27568477,-0.15524517,0.06037867152877774,3,A549;HCC515;VCAP,10 �M,24 h;6 h,3
2762,BRD-A47342814,naltrindole,1,-0.20773375,-0.20773375,-0.20773375,-0.20773375,0.0,1,MCF7,10 �M,6 h,1
2763,BRD-K86882815,cabergoline,2,-0.20752406,-0.20752406,-0.23973307,-0.17531505,0.045550418772610644,2,A549;HA1E,10 �M,24 h,2
2764,BRD-A39415247,norethisterone,3,-0.20700487,-0.24490771666666666,-0.3529743,-0.17474398,0.09496831619494599,3,A549;HA1E;PC3,10 �M,24 h;6 h,3
2765,BRD-K47539947,tetradecylthioacetic-acid,3,-0.20694253,-0.22165669666666665,-0.2580998,-0.19992776,0.03175494583464492,3,A549;PC3;VCAP,10 �M,24 h;6 h,3
2766,BRD-K70792160,10-DEBC,2,-0.206416875,-0.206416875,-0.24085507,-0.17197868,0.048702962432649315,2,MCF7;VCAP,20 �M,24 h;6 h,2
2767,BRD-A52193669,withaferin-a,1,-0.20623016,-0.20623016,-0.20623016,-0.20623016,0.0,1,VCAP,10 �M,24 h,1
2768,BRD-K55344148,BU-224,3,-0.20594831,-0.28106975333333334,-0.44746482,-0.18979613,0.14432848605850973,3,HT29;MCF7;VCAP,10 �M,24 h;6 h,3
2769,BRD-A18279961,BRD-A18279961,4,-0.205879415,-0.2490000075,-0.38487953,-0.19936167,0.09070150667565578,4,A375;A549;PC3;VCAP,10 �M,24 h;6 h,4
