query,signature_id,pert_id,pert_iname,pert_type,cell_id,pert_idose,pert_itime,is_touchstone,is_exemplar,connectivity
ATLAS_SIG_B_TOP100,CPC004_HEPG2_6H:BRD-K22134346-001-11-6:10,BRD-K22134346,simvastatin,trt_cp,HEPG2,10 �M,6 h,1,0,-0.24796745
ATLAS_SIG_B_TOP100,PCLB002_A549_24H:BRD-K29313308:10,BRD-K29313308,HDAC3-selective,trt_cp,A549,10 �M,24 h,1,1,-0.24794851
ATLAS_SIG_B_TOP100,CPD001_MCF7_6H:BRD-A23072235-103-01-8:10,BRD-A23072235,pheniramine,trt_cp,MCF7,10 �M,6 h,1,0,-0.24793941
ATLAS_SIG_B_TOP100,CPC003_HA1E_24H:BRD-A19053259-003-03-3:10,BRD-A19053259,pseudopelletierine,trt_cp,HA1E,10 �M,24 h,1,0,-0.24793255
ATLAS_SIG_B_TOP100,CPC018_A375_6H:BRD-K54233340-001-02-2:10,BRD-K54233340,dorsomorphin,trt_cp,A375,10 �M,6 h,1,0,-0.24793124
ATLAS_SIG_B_TOP100,CPC006_VCAP_24H:BRD-K85563610-001-01-0:0.31,BRD-K85563610,APO-866,trt_cp,VCAP,500 nM,24 h,1,0,-0.24791902
ATLAS_SIG_B_TOP100,CPC006_A549_6H:BRD-A68631409-001-01-3:10,BRD-A68631409,evodiamine,trt_cp,A549,10 �M,6 h,1,0,-0.24791862
ATLAS_SIG_B_TOP100,CPC005_A375_6H:BRD-K64746805-001-02-9:10,BRD-K64746805,MBCQ,trt_cp,A375,10 �M,6 h,1,0,-0.24790657
ATLAS_SIG_B_TOP100,CPC005_MCF7_24H:BRD-K02867583-300-06-3:10,BRD-K02867583,minaprine,trt_cp,MCF7,10 �M,24 h,1,1,-0.24789274
ATLAS_SIG_B_TOP100,PCLB003_HA1E_24H:BRD-K81528515-001-01-3:1.11,BRD-K81528515,nilotinib,trt_cp,HA1E,1.11 �M,24 h,1,0,-0.2478917
ATLAS_SIG_B_TOP100,CPC004_HCC515_24H:BRD-K17075857-001-06-9:10,BRD-K17075857,chloroxine,trt_cp,HCC515,10 �M,24 h,1,0,-0.24786223
ATLAS_SIG_B_TOP100,CPC020_MCF7_24H:BRD-A15493168-001-01-3:10,BRD-A15493168,tetracycline,trt_cp,MCF7,10 �M,24 h,1,0,-0.24783103
ATLAS_SIG_B_TOP100,CPC006_HEPG2_6H:BRD-K67566344-001-01-8:10,BRD-K67566344,KU-0063794,trt_cp,HEPG2,10 �M,6 h,1,0,-0.24781924
ATLAS_SIG_B_TOP100,CPC005_PC3_6H:BRD-K55748775-001-01-4:10,BRD-K55748775,SCH-28080,trt_cp,PC3,10 �M,6 h,1,0,-0.2478181
ATLAS_SIG_B_TOP100,PCLB003_PC3_24H:BRD-K43797669-001-22-1:0.37,BRD-K43797669,genistein,trt_cp,PC3,0.37 �M,24 h,1,0,-0.24781136
ATLAS_SIG_B_TOP100,CPC017_HT29_6H:BRD-K67298865-001-03-3:10,BRD-K67298865,SB-431542,trt_cp,HT29,10 �M,6 h,1,1,-0.2477862
ATLAS_SIG_B_TOP100,CPC004_VCAP_24H:BRD-K25394294-001-08-1:10,BRD-K25394294,oxaprozin,trt_cp,VCAP,10 �M,24 h,1,0,-0.24777909
ATLAS_SIG_B_TOP100,CPC011_VCAP_6H:BRD-A87387433-001-02-7:10,BRD-A87387433,cefpodoxime,trt_cp,VCAP,10 �M,6 h,1,1,-0.24777575
ATLAS_SIG_B_TOP100,CPC013_A549_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,A549,10 �M,6 h,1,0,-0.24777359
ATLAS_SIG_B_TOP100,CPC001_HA1E_6H:BRD-K85015012-003-01-1:10,BRD-K85015012,NNC-05-2090,trt_cp,HA1E,10 �M,6 h,1,1,-0.24775888
ATLAS_SIG_B_TOP100,CPC015_MCF7_24H:BRD-K33818169-003-01-2:10,BRD-K33818169,GW-3965,trt_cp,MCF7,10 �M,24 h,1,0,-0.24774382
